NRO_VEC_COB;ESTADO_PDP;NRO_CUOTAS;MES;MES_1;MES_2;HORA;RESULTADOLLAMADA;DEUDA_TOTAL;ESTATUS;ACTIVACION;TIPOCONTACTO;MORA
<=10;0;<24, 48];Abril;0;857.74;10;MCC  Msj Con Comp De Trab;4383.85;BT;2012;CNE;0
>10;0;>48;Abril;0;0;12;TELF. NO CORRESPONDE;8265.06;BT;2011;CNE;1
<=10;0;<=24;Abril;120.68;128.55;14;MCT  Msj Con Terceros;1347.05;BT;2013;CNE;1
<=10;0;<24, 48];Abril;612.45;1878.43;11;TELF. NO CORRESPONDE;16835.7;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;0;8;TELF. NO CORRESPONDE;6997.82;BT;2013;CNE;1
>10;0;>48;Abril;1967.47;1970.59;8;PDP  Promesa De Pago;60739.5;BT;2012;CEF;0
<=10;0;<=24;Abril;0;0;20;MCC  Msj Con Comp De Trab;992.45;BT;2014;CNE;0
>10;0;>48;Abril;1087.02;0;7;MCT  Msj Con Terceros;3691.49;BT;2011;CNE;0
<=10;0;<24, 48];Abril;0;0;14;PDP  Promesa De Pago;6710.82;BT;2012;CEF;1
<=10;0;<24, 48];Abril;0;1789.01;18;MCT  Msj Con Terceros;11840.8;BT;2013;CNE;1
>10;1;<24, 48];Abril;0;0;10;MCT  Msj Con Terceros;8794.6;BT;2011;CNE;1
>10;0;>48;Abril;1160.24;1152.87;11;TELF. NO CORRESPONDE;19586.5;BT;2011;CNE;1
>10;0;>48;Abril;0;0;17;TELF. NO CORRESPONDE;12357.8;BT;2012;CNE;1
>10;1;<24, 48];Abril;0;0;17;PDP  Promesa De Pago;12152.7;BT;2012;CEF;1
>10;0;<24, 48];Abril;0;0;8;PDP  Promesa De Pago;7050.13;BT;2013;CEF;1
>10;0;<24, 48];Abril;0;0;9;PDP  Promesa De Pago;2662.36;BT;2013;CEF;1
<=10;0;>48;Abril;0;0;11;PDP  Promesa De Pago;1022.21;BT;2010;CEF;1
>10;0;<24, 48];Abril;420.4;632.82;10;MCT  Msj Con Terceros;2672.61;BT;2012;CNE;1
<=10;0;<24, 48];Abril;0;0;13;MCO  Msj Con Conyuge;9808.12;BT;2013;CEF;1
<=10;0;<24, 48];Abril;17.9;17.31;8;MCT  Msj Con Terceros;2056.17;BT;2013;CNE;1
<=10;0;<24, 48];Abril;595.66;0;11;MCT  Msj Con Terceros;2846.92;BT;2012;CNE;0
>10;0;<24, 48];Abril;0;0;8;MCT  Msj Con Terceros;6927.02;BT;2011;CNE;1
<=10;0;>48;Abril;859.1;853.02;9;MCT  Msj Con Terceros;19959.8;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;2453.13;12;TELF. NO CORRESPONDE;13977;BT;2013;CNE;1
<=10;0;<24, 48];Abril;2898.71;0;17;MCF  Msj Con Familiar;16017.8;BT;2012;CNE;0
<=10;0;>48;Abril;0;0;13;MCF  Msj Con Familiar;10384.7;BT;2014;CNE;1
<=10;0;<24, 48];Abril;0;0;9;TELF. NO CORRESPONDE;9641.71;BT;2013;CNE;1
>10;0;>48;Abril;0;0;10;MCF  Msj Con Familiar;2308.89;BT;2010;CNE;1
<=10;0;>48;Abril;328.13;0;16;MCT  Msj Con Terceros;2444.88;BT;2012;CNE;0
<=10;0;>48;Abril;0;1748.82;10;TELF. NO CORRESPONDE;14407.2;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;0;15;TELF. NO CORRESPONDE;2585.72;BT;2013;CNE;1
>10;0;>48;Abril;0;0;12;MCT  Msj Con Terceros;4054.53;BT;2011;CNE;1
<=10;0;<24, 48];Abril;474.33;474.33;13;MCF  Msj Con Familiar;3659.82;BT;2012;CNE;1
<=10;0;<24, 48];Abril;0;1944.62;11;TAT  Tratamiento al Titu;22628;BT;2014;CEF;1
<=10;0;<24, 48];Abril;0;2596.63;11;MCF  Msj Con Familiar;26761.7;BT;2013;CNE;1
>10;0;<24, 48];Abril;0;817.79;9;TAT  Tratamiento al Titu;3756.48;BT;2011;CEF;1
<=10;0;<24, 48];Abril;0;0;12;MCT  Msj Con Terceros;3818.07;BT;2013;CNE;1
<=10;0;<=24;Abril;1634.89;1681.7;7;MCT  Msj Con Terceros;4909.01;BT;2013;CNE;0
>10;0;<24, 48];Abril;0;0;11;TAT  Tratamiento al Titu;11439.2;BT;2011;CEF;1
<=10;0;<=24;Abril;422.07;517.12;9;PDP  Promesa De Pago;3822.34;BT;2013;CEF;1
<=10;0;<24, 48];Abril;0;0;13;CAN  Cliente Cancelo;2677.54;BT;2012;CNE;1
<=10;0;<24, 48];Abril;519.38;804.74;13;TAT  Tratamiento al Titu;5154.14;BT;2013;CEF;1
<=10;0;<24, 48];Abril;382.88;0;12;MCO  Msj Con Conyuge;11443.4;BT;2013;CEF;1
>10;0;>48;Abril;621.4;0;19;TELF. NO CORRESPONDE;5092.74;BT;2012;CNE;0
<=10;0;<=24;Abril;149.04;0;9;CIH  Generar Cita;2061.31;BT;2013;CNE;1
>10;0;<24, 48];Abril;0;550.77;8;PDP  Promesa De Pago;1126.41;BT;2011;CEF;1
<=10;0;<24, 48];Abril;0;0;11;MCT  Msj Con Terceros;13656.4;BT;2012;CNE;1
<=10;0;<24, 48];Abril;620.38;932.24;16;PDP  Promesa De Pago;6709.1;BT;2014;CEF;1
<=10;0;<24, 48];Abril;0;0;11;TELF. NO CORRESPONDE;3984.46;BT;2013;CNE;1
<=10;0;<=24;Abril;261.16;262.24;13;MCT  Msj Con Terceros;2330.88;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;1110.02;9;TELF. NO CORRESPONDE;5216.39;BT;2012;CNE;1
<=10;0;<=24;Abril;0;0;7;PDP  Promesa De Pago;2163.11;BT;2013;CEF;1
>10;0;<24, 48];Abril;0;0;11;MCT  Msj Con Terceros;16770.2;BT;2013;CNE;0
>10;0;<24, 48];Abril;0;1876.05;12;MCT  Msj Con Terceros;13055.2;BT;2012;CNE;1
<=10;0;<24, 48];Abril;294.24;1499.49;12;PDP  Promesa De Pago;16182.5;BT;2013;CEF;1
<=10;0;<24, 48];Abril;0;0;11;PDP  Promesa De Pago;7301.82;BT;2012;CEF;1
>10;0;<24, 48];Abril;652.6;657.05;9;CIH  Generar Cita;14315.9;BT;2011;CNE;1
<=10;0;>48;Abril;626.78;433.11;8;PDP  Promesa De Pago;51242.9;BT;2013;CEF;1
<=10;0;>48;Abril;0;0;12;PDP  Promesa De Pago;5504.47;BT;2013;CEF;1
<=10;0;<24, 48];Abril;0;0;18;TAT  Tratamiento al Titu;18348.3;BT;2013;CEF;1
>10;0;<24, 48];Abril;0;518.24;8;TELF. NO CORRESPONDE;9488.8;BT;2013;CNE;1
>10;0;>48;Abril;336.67;336.67;10;TAT  Tratamiento al Titu;8011.62;BT;2012;CEF;1
<=10;0;<24, 48];Abril;426.56;427.94;10;MCT  Msj Con Terceros;9239.02;BT;2013;CNE;1
<=10;0;>48;Abril;0;0;7;PDP  Promesa De Pago;16750.3;BT;2013;CEF;1
<=10;0;<24, 48];Abril;0;0;10;MCT  Msj Con Terceros;11090.6;BT;2013;CNE;1
>10;0;>48;Abril;8.46;0;9;MCT  Msj Con Terceros;41932.1;BT;2012;CNE;1
>10;0;>48;Abril;8.46;0;10;TELF. NO CORRESPONDE;41932.1;BT;2012;CNE;1
<=10;0;<24, 48];Abril;261.66;261.9;19;MCT  Msj Con Terceros;4907.07;BT;2013;CNE;1
<=10;0;<24, 48];Abril;261.66;261.9;15;MCT  Msj Con Terceros;4907.07;BT;2013;CNE;1
<=10;0;<24, 48];Abril;223.72;223.97;13;MCT  Msj Con Terceros;4666;BT;2013;CNE;1
<=10;0;>48;Abril;0;0;13;MCT  Msj Con Terceros;3716.36;BT;2012;CNE;1
<=10;0;>48;Abril;0;2010.67;10;MCT  Msj Con Terceros;24921.4;BT;2013;CNE;1
<=10;0;<24, 48];Abril;333.11;363.56;12;MCF  Msj Con Familiar;22123.5;BT;2012;CNE;1
<=10;0;<24, 48];Abril;0;759.96;20;MCT  Msj Con Terceros;2870.34;BT;2011;CNE;1
>10;0;>48;Abril;0;0;8;MCO  Msj Con Conyuge;2706.24;BT;2011;CEF;1
>10;0;>48;Abril;0;0;7;MCT  Msj Con Terceros;64362.8;BT;2012;CNE;1
>10;0;>48;Abril;0;0;8;MCT  Msj Con Terceros;64362.8;BT;2012;CNE;1
>10;0;<24, 48];Abril;0;263.9;15;MCT  Msj Con Terceros;2517.78;BT;2011;CNE;0
<=10;0;<=24;Abril;45.52;45.32;13;TELF. NO CORRESPONDE;2748.67;BT;2012;CNE;1
<=10;0;<24, 48];Abril;34.83;34.83;9;MCC  Msj Con Comp De Trab;5116.09;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;0;13;TELF. NO CORRESPONDE;2759.04;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;0;15;CAN  Cliente Cancelo;2759.04;BT;2013;CNE;1
>10;0;<24, 48];Abril;0;0;19;MCT  Msj Con Terceros;9402.72;BT;2012;CNE;0
<=10;0;<=24;Abril;0;0;11;TELF. NO CORRESPONDE;4771.21;BT;2013;CNE;1
<=10;0;<=24;Abril;568.22;0;16;MCT  Msj Con Terceros;2724.37;BT;2013;CNE;0
<=10;0;<=24;Abril;568.22;0;9;TAT  Tratamiento al Titu;2724.37;BT;2013;CEF;0
>10;0;<24, 48];Abril;0;0;8;MCF  Msj Con Familiar;4207.54;BT;2012;CNE;1
<=10;0;<24, 48];Abril;620.32;932.43;14;MCT  Msj Con Terceros;5846.07;BT;2013;CNE;1
>10;0;>48;Abril;2329.31;6665.19;20;MCT  Msj Con Terceros;53103.7;BT;2011;CNE;0
<=10;1;<24, 48];Abril;506.3;996.89;19;TAT  Tratamiento al Titu;6656.77;BT;2013;CEF;0
<=10;0;>48;Abril;0;5784.73;12;MCT  Msj Con Terceros;76479.1;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;0;10;MCT  Msj Con Terceros;12059.6;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;0;10;MCF  Msj Con Familiar;17570.9;BT;2013;CNE;1
>10;0;>48;Abril;0;0;9;MCT  Msj Con Terceros;53137.7;BT;2011;CNE;0
>10;1;<24, 48];Abril;0;0;12;CAN  Cliente Cancelo;2348.32;BT;2011;CNE;1
<=10;0;<=24;Abril;0;0;9;TELF. NO CORRESPONDE;751.31;BT;2011;CNE;1
<=10;0;<24, 48];Abril;1.2;764.76;11;PDP  Promesa De Pago;16123.5;BT;2013;CEF;1
<=10;0;<24, 48];Abril;366.49;356.26;15;MCT  Msj Con Terceros;12673.4;BT;2013;CNE;1
<=10;0;<24, 48];Abril;366.49;356.26;9;MCT  Msj Con Terceros;12673.4;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;0;18;PDP  Promesa De Pago;3840.74;BT;2012;CEF;1
<=10;0;<=24;Abril;0;0;8;TAT  Tratamiento al Titu;978.954;BT;2014;CEF;1
>10;0;<24, 48];Abril;313.8;314.96;7;PDP  Promesa De Pago;2558.64;BT;2011;CEF;1
>10;0;<24, 48];Abril;0;166.35;20;TELF. NO CORRESPONDE;872.25;BT;2011;CNE;0
>10;0;<24, 48];Abril;0;166.35;20;MCF  Msj Con Familiar;872.25;BT;2011;CNE;0
<=10;0;>48;Abril;0;4672.01;11;MCT  Msj Con Terceros;46650.3;BT;2014;CNE;1
<=10;0;>48;Abril;0;4672.01;15;MCT  Msj Con Terceros;46650.3;BT;2014;CNE;1
>10;0;<24, 48];Abril;0;0;14;TAT sin contacto con Titular;8644.43;BT;2012;CNE;1
>10;0;<24, 48];Abril;0;0;18;MCT  Msj Con Terceros;8644.43;BT;2012;CNE;1
<=10;0;<24, 48];Abril;669.08;0;20;TELF. NO CORRESPONDE;5501.71;BT;2012;CNE;0
>10;0;>48;Abril;0;0;8;PDP  Promesa De Pago;9699.4;BT;2012;CEF;1
<=10;0;<24, 48];Abril;0;0;7;IPT  Inbound PDP Total;5888.91;BT;2013;CEF;1
>10;0;<24, 48];Abril;0;233.22;10;PDP  Promesa De Pago;5270.81;BT;2011;CEF;1
<=10;0;<=24;Abril;0;0;18;TAT  Tratamiento al Titu;15564.3;BT;2013;CEF;0
<=10;0;<24, 48];Abril;0;0;8;MCT  Msj Con Terceros;10333.2;BT;2012;CNE;1
<=10;1;>48;Abril;937.63;1115.36;16;PDP  Promesa De Pago;14139.2;BT;2013;CEF;0
>10;0;<24, 48];Abril;26.1;51.91;7;PDP  Promesa De Pago;2758.71;BT;2011;CEF;1
<=10;0;<=24;Abril;0;0;19;TAT  Tratamiento al Titu;2748.74;BT;2014;CEF;1
<=10;0;<24, 48];Abril;1717.44;0;16;MCT  Msj Con Terceros;8148.02;BT;2012;CNE;0
>10;0;<24, 48];Abril;0;510;8;MCC  Msj Con Comp De Trab;3088.8;BT;2012;CNE;0
>10;0;<24, 48];Abril;0;510;10;MCC  Msj Con Comp De Trab;3088.8;BT;2012;CNE;0
<=10;0;<24, 48];Abril;1416.14;0;17;MCF  Msj Con Familiar;6797.4;BT;2013;CNE;0
<=10;0;<=24;Abril;0;0;14;PDP  Promesa De Pago;4189.13;BT;2013;CEF;1
>10;0;<24, 48];Abril;978.65;1057.94;18;MCT  Msj Con Terceros;5736.16;BT;2012;CNE;0
<=10;0;<=24;Abril;855.76;0;18;TELF. NO CORRESPONDE;4986.34;BT;2013;CNE;0
>10;0;<24, 48];Abril;1185.85;2.9;10;TAT  Tratamiento al Titu;10926.9;BT;2011;CEF;1
>10;0;<24, 48];Abril;1185.85;2.9;11;PDP  Promesa De Pago;10926.9;BT;2011;CEF;1
>10;0;<24, 48];Abril;0;0;9;MCO  Msj Con Conyuge;4612.06;BT;2011;CEF;1
<=10;0;<24, 48];Abril;748.73;0;14;TAT  Tratamiento al Titu;11406.5;BT;2013;CEF;1
<=10;0;<24, 48];Abril;0;0;9;PAR  Promesa Parcial;2605.05;BT;2011;CEF;1
<=10;0;<24, 48];Abril;0;0;13;MCF  Msj Con Familiar;738.85;BT;2011;CNE;0
<=10;0;<24, 48];Abril;0;0;12;MCF  Msj Con Familiar;738.85;BT;2011;CNE;0
>10;0;<24, 48];Abril;0;0;10;MCT  Msj Con Terceros;2999.69;BT;2011;CNE;0
<=10;0;>48;Abril;359.9;0;14;TAT  Tratamiento al Titu;10480.9;BT;2013;CEF;1
<=10;0;<24, 48];Abril;0;0;16;MCT  Msj Con Terceros;4825.8;BT;2011;CNE;0
<=10;0;<24, 48];Abril;2115.69;0;8;PAR  Promesa Parcial;9699.1;BT;2011;CEF;0
<=10;0;<24, 48];Abril;2115.69;0;19;TELF. NO CORRESPONDE;9699.1;BT;2011;CNE;0
<=10;0;<=24;Abril;905.08;2454.17;11;TAT  Tratamiento al Titu;4277.17;BT;2013;CEF;1
<=10;0;<24, 48];Abril;0;723.72;14;MCT  Msj Con Terceros;10977;BT;2011;CNE;1
<=10;0;<24, 48];Abril;0;723.72;8;MCT  Msj Con Terceros;10977;BT;2011;CNE;1
<=10;0;<=24;Abril;0;0;10;TELF. NO CORRESPONDE;1361.36;BT;2013;CNE;1
<=10;0;>48;Abril;0;0;8;MCF  Msj Con Familiar;8350.62;BT;2013;CNE;0
<=10;0;>48;Abril;0;0;9;MCF  Msj Con Familiar;8350.62;BT;2013;CNE;0
<=10;0;>48;Abril;0;0;14;PDP  Promesa De Pago;64993.9;BT;2012;CEF;1
<=10;0;<24, 48];Abril;0;0;12;MCF  Msj Con Familiar;8742.19;BT;2013;CNE;0
>10;0;<24, 48];Abril;0;0;20;MCT  Msj Con Terceros;1126.97;BT;2011;CNE;0
<=10;0;<24, 48];Abril;0;0;9;MCT  Msj Con Terceros;8684.27;BT;2013;CNE;1
>10;0;<24, 48];Abril;0;0;12;MCT  Msj Con Terceros;1432.12;BT;2012;CNE;1
>10;0;<24, 48];Abril;0;0;8;MCF  Msj Con Familiar;33176;BT;2012;CNE;1
>10;0;<24, 48];Abril;0;0;9;MCF  Msj Con Familiar;33176;BT;2012;CNE;1
>10;0;>48;Abril;429.4;0;7;TELF. NO CORRESPONDE;9821.2;BT;2012;CNE;1
>10;0;>48;Abril;146.05;108.3;10;MCT  Msj Con Terceros;9416.41;BT;2012;CNE;1
<=10;0;<24, 48];Abril;0;0;20;TELF. NO CORRESPONDE;5271.81;BT;2012;CNE;1
>10;0;<24, 48];Abril;0;0;12;PDP  Promesa De Pago;782.75;BT;2010;CEF;1
<=10;0;<=24;Abril;0;273.63;8;TAT  Tratamiento al Titu;4687.95;BT;2013;CEF;1
<=10;0;<=24;Abril;0;273.63;10;TELF. NO CORRESPONDE;4687.95;BT;2013;CNE;1
<=10;0;>48;Abril;0;1586.98;9;PAR  Promesa Parcial;14995;BT;2013;CEF;1
<=10;0;>48;Abril;0;1586.98;11;MCO  Msj Con Conyuge;14995;BT;2013;CEF;1
<=10;0;>48;Abril;0;0;9;TELF. NO CORRESPONDE;70712;BT;2013;CNE;0
<=10;0;<24, 48];Abril;0;0;11;PDP  Promesa De Pago;5024.48;BT;2013;CEF;1
>10;0;>48;Abril;0;4275.89;7;PDP  Promesa De Pago;24185.9;BT;2010;CEF;1
>10;0;<24, 48];Abril;0;575.56;20;MCT  Msj Con Terceros;5426.98;BT;2010;CNE;0
<=10;0;<24, 48];Abril;507.47;507.47;8;PDP  Promesa De Pago;14575;BT;2013;CEF;1
<=10;0;<24, 48];Abril;0;0;8;TELF. NO CORRESPONDE;4973.09;BT;2013;CNE;1
>10;1;>48;Abril;0;227.76;7;PDP  Promesa De Pago;4480.62;BT;2012;CEF;0
<=10;1;<=24;Abril;633.84;956.21;16;PDP  Promesa De Pago;2257.48;BT;2013;CEF;1
>10;0;<24, 48];Abril;626.5;0;11;MCT  Msj Con Terceros;14125.6;BT;2012;CNE;1
>10;0;<24, 48];Abril;626.5;0;11;MCF  Msj Con Familiar;14125.6;BT;2012;CNE;1
<=10;0;<24, 48];Abril;0;0;10;MCO  Msj Con Conyuge;19466.9;BT;2013;CEF;1
<=10;0;<24, 48];Abril;590.06;0;7;MCT  Msj Con Terceros;3131.22;BT;2013;CNE;0
>10;0;>48;Abril;0;4370.54;9;TELF. NO CORRESPONDE;29456.7;BT;2012;CNE;0
>10;0;>48;Abril;0;0;8;MCT  Msj Con Terceros;2426.46;BT;2010;CNE;1
>10;0;>48;Abril;0;0;16;TELF. NO CORRESPONDE;2426.46;BT;2010;CNE;1
>10;0;>48;Abril;0;0;18;TELF. NO CORRESPONDE;2426.46;BT;2010;CNE;1
>10;0;<24, 48];Abril;171.75;179.35;20;TAT  Tratamiento al Titu;2042.23;BT;2013;CEF;1
>10;0;<24, 48];Abril;44.42;0;8;PDP  Promesa De Pago;657.36;BT;2011;CEF;1
<=10;1;<=24;Abril;0;0;10;MCF  Msj Con Familiar;1976.38;BT;2012;CNE;1
<=10;0;>48;Abril;0;8023.21;11;MCF  Msj Con Familiar;74229.1;BT;2013;CNE;1
<=10;0;>48;Abril;0;8023.21;14;MCF  Msj Con Familiar;74229.1;BT;2013;CNE;1
<=10;0;>48;Abril;0;8023.21;12;MCF  Msj Con Familiar;74229.1;BT;2013;CNE;1
>10;0;<24, 48];Abril;419.08;416.98;11;MCF  Msj Con Familiar;2906.28;BT;2011;CNE;1
<=10;0;<24, 48];Abril;408.11;203.74;15;MCT  Msj Con Terceros;1897.45;BT;2011;CNE;1
<=10;0;<24, 48];Abril;408.11;203.74;9;MCT  Msj Con Terceros;1897.45;BT;2011;CNE;1
<=10;0;<24, 48];Abril;408.11;203.74;8;TELF. NO CORRESPONDE;1897.45;BT;2011;CNE;1
<=10;0;<24, 48];Abril;408.11;203.74;13;MCT  Msj Con Terceros;1897.45;BT;2011;CNE;1
<=10;0;<24, 48];Abril;408.11;203.74;11;TELF. NO CORRESPONDE;1897.45;BT;2011;CNE;1
>10;0;<24, 48];Abril;0;0;11;PDP  Promesa De Pago;4837.34;BT;2012;CEF;1
<=10;0;>48;Abril;768.78;2864.23;8;PAR  Promesa Parcial;59974.3;BT;2012;CEF;0
<=10;1;>48;Abril;768.78;2864.23;15;TAT  Tratamiento al Titu;59974.3;BT;2012;CEF;1
<=10;0;<24, 48];Abril;0;1017.79;9;PAR  Promesa Parcial;9042.81;BT;2013;CEF;1
>10;0;<24, 48];Abril;0;0;7;TAT  Tratamiento al Titu;2764.39;BT;2011;CEF;1
<=10;0;<24, 48];Abril;49.5;211.24;9;MCT  Msj Con Terceros;3807.13;BT;2013;CNE;1
>10;0;<24, 48];Abril;0;0;10;PDP  Promesa De Pago;9241.4;BT;2013;CEF;1
<=10;0;<=24;Abril;360.09;0;13;PDP  Promesa De Pago;1050.31;BT;2012;CEF;1
>10;0;<24, 48];Abril;0;8495.14;9;TELF. NO CORRESPONDE;40621.7;BT;2012;CNE;1
<=10;0;>48;Abril;0;1154.71;8;TELF. NO CORRESPONDE;10540.3;BT;2013;CNE;1
>10;0;>48;Abril;375.26;563.61;16;MCT  Msj Con Terceros;3045.74;BT;2011;CNE;1
>10;0;>48;Abril;375.26;563.61;13;TELF. NO CORRESPONDE;3045.74;BT;2011;CNE;1
<=10;0;>48;Abril;0;8791.91;11;MCF  Msj Con Familiar;66549.5;BT;2012;CNE;1
<=10;1;<=24;Abril;1398.63;1404.01;7;TELF. NO CORRESPONDE;6922.89;BT;2013;CNE;0
>10;0;>48;Abril;743.53;46.76;8;TAT  Tratamiento al Titu;70053.4;BT;2012;CEF;1
<=10;0;<24, 48];Abril;531.68;669.65;8;PDP  Promesa De Pago;19517.3;BT;2013;CEF;1
<=10;0;<24, 48];Abril;17.67;490.46;7;TELF. NO CORRESPONDE;7710.1;BT;2012;CNE;1
<=10;0;>48;Abril;0;4713.36;14;TELF. NO CORRESPONDE;60864.8;BT;2014;CNE;1
>10;0;<24, 48];Abril;455.96;455.96;12;TELF. NO CORRESPONDE;5000.58;BT;2011;CNE;1
<=10;0;>48;Abril;610.55;612.03;16;TAT sin contacto con Titular;13671.4;BT;2012;CNE;1
>10;0;<24, 48];Abril;0;1767.98;11;MCT  Msj Con Terceros;12358.4;BT;2012;CNE;1
>10;0;<24, 48];Abril;623.38;621.07;8;PDP  Promesa De Pago;13601.8;BT;2012;CEF;1
<=10;0;>48;Abril;0;1441.98;9;MCT  Msj Con Terceros;4036.95;BT;2010;CNE;1
<=10;0;<24, 48];Abril;0;0;7;PDP  Promesa De Pago;4267.81;BT;2013;CEF;1
>10;0;<24, 48];Abril;265.88;0;11;PDP  Promesa De Pago;5663.7;BT;2011;CEF;1
<=10;0;>48;Abril;0;0;16;MCT  Msj Con Terceros;9496.51;BT;2013;CNE;0
<=10;0;>48;Abril;0;0;17;MCT  Msj Con Terceros;9496.51;BT;2013;CNE;0
>10;0;>48;Abril;942.54;945.22;9;TELF. NO CORRESPONDE;29956.6;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;0;15;PDP  Promesa De Pago;2056.5;BT;2013;CEF;1
>10;0;>48;Abril;0;1993;9;PDP  Promesa De Pago;25106.2;BT;2012;CEF;1
>10;0;>48;Abril;0;1993;11;MCF  Msj Con Familiar;25106.2;BT;2012;CNE;1
>10;0;<24, 48];Abril;0;0;8;MCF  Msj Con Familiar;10599.4;BT;2012;CNE;1
>10;0;<24, 48];Abril;0;0;7;MCF  Msj Con Familiar;10599.4;BT;2012;CNE;1
>10;0;<24, 48];Abril;0;0;15;MCF  Msj Con Familiar;10599.4;BT;2012;CNE;1
>10;0;<24, 48];Abril;0;0;11;PDP  Promesa De Pago;7637.16;BT;2012;CEF;1
<=10;0;<24, 48];Abril;773.75;0;17;MCO  Msj Con Conyuge;4654.25;BT;2013;CEF;0
<=10;0;>48;Abril;0;843.47;9;MCT  Msj Con Terceros;7552.83;BT;2012;CNE;1
<=10;0;<24, 48];Abril;53.06;0;7;MCT  Msj Con Terceros;7174.43;BT;2013;CNE;1
<=10;0;<24, 48];Abril;70.43;0;8;PDP  Promesa De Pago;9579.56;BT;2013;CEF;1
<=10;0;<=24;Abril;0;0;13;TELF. NO CORRESPONDE;3186.72;BT;2013;CNE;1
>10;0;<24, 48];Abril;0;0;9;MCC  Msj Con Comp De Trab;1958.31;BT;2012;CNE;1
<=10;0;>48;Abril;0;1911.13;11;MCT  Msj Con Terceros;13470;BT;2012;CNE;1
<=10;0;>48;Abril;469.11;0;14;PDP  Promesa De Pago;10130.8;BT;2012;CEF;1
>10;0;<24, 48];Abril;24.28;184.31;14;MCF  Msj Con Familiar;1433.28;BT;2010;CNE;1
<=10;0;>48;Abril;459.79;0;8;MCT  Msj Con Terceros;15348.1;BT;2013;CNE;1
<=10;0;>48;Abril;459.79;0;8;MCC  Msj Con Comp De Trab;15348.1;BT;2013;CNE;1
>10;0;>48;Abril;0;0;13;TAT  Tratamiento al Titu;49309;BT;2012;CEF;1
>10;0;>48;Abril;0;0;20;TELF. NO CORRESPONDE;49309;BT;2012;CNE;1
>10;0;>48;Abril;0;0;12;TELF. NO CORRESPONDE;11871.6;BT;2012;CNE;1
<=10;0;>48;Abril;876.82;3.17;11;PDP  Promesa De Pago;74369.3;BT;2013;CEF;1
>10;0;<24, 48];Abril;0;0;11;MCT  Msj Con Terceros;4079.48;BT;2012;CNE;1
<=10;0;<24, 48];Abril;0;644.13;10;PDP  Promesa De Pago;5614.14;BT;2013;CEF;1
<=10;0;<24, 48];Abril;0;644.13;16;TELF. NO CORRESPONDE;5614.14;BT;2013;CNE;1
<=10;1;<24, 48];Abril;1567.2;0;12;CIH  Generar Cita;5821.07;BT;2012;CNE;0
<=10;0;<24, 48];Abril;640.42;640.42;20;TAT  Tratamiento al Titu;11473.2;BT;2013;CEF;0
<=10;0;>48;Abril;681.36;2053.46;9;TAT  Tratamiento al Titu;19757.8;BT;2013;CEF;1
<=10;0;<24, 48];Abril;0;0;7;PDP  Promesa De Pago;17981.5;BT;2013;CEF;1
>10;0;<24, 48];Abril;1228.69;3706.67;13;MCT  Msj Con Terceros;27248.4;BT;2012;CNE;1
<=10;0;<=24;Abril;0;0;20;TELF. NO CORRESPONDE;780.66;BT;2012;CNE;0
>10;0;>48;Abril;0;0;9;PDP  Promesa De Pago;23619.2;BT;2012;CEF;1
<=10;0;<24, 48];Abril;0;2896.37;11;MCT  Msj Con Terceros;28595;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;0;7;PDP  Promesa De Pago;25853.3;BT;2013;CEF;1
>10;1;<24, 48];Abril;0;0;19;RPP  Recordar Promesa;13930.9;BT;2012;CEF;0
<=10;0;<24, 48];Abril;0;0;14;MCT  Msj Con Terceros;26970;BT;2013;CNE;0
>10;0;<24, 48];Abril;1412.03;2297.11;8;PAR  Promesa Parcial;25612.1;BT;2012;CEF;0
>10;0;<24, 48];Abril;756.02;0;20;TELF. NO CORRESPONDE;3643.55;BT;2011;CNE;0
>10;0;<24, 48];Abril;756.02;0;20;TELF. NO CORRESPONDE;3643.55;BT;2011;CNE;0
<=10;0;>48;Abril;0;0;12;MCO  Msj Con Conyuge;18995.1;BT;2012;CEF;1
>10;0;>48;Abril;0;0;9;MCT  Msj Con Terceros;2555.18;BT;2011;CNE;1
>10;0;<24, 48];Abril;693.51;695.2;8;PDP  Promesa De Pago;15262.1;BT;2012;CEF;1
<=10;0;<24, 48];Abril;512.29;512.29;8;MCT  Msj Con Terceros;42011.1;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;580.29;12;MCT  Msj Con Terceros;13127;BT;2013;CNE;1
<=10;0;<24, 48];Abril;0;580.29;11;MCT  Msj Con Terceros;13127;BT;2013;CNE;1
<=10;0;<24, 48];Abril;782.93;0;13;MCT  Msj Con Terceros;17639.7;BT;2013;CNE;1
>10;0;<24, 48];Abril;291.24;610.82;14;TAT  Tratamiento al Titu;4178.93;BT;2010;CEF;1
