edad;trabajo;est.civ;educacion;mora;balance;vivienda;prestamo;contacto;dia;mes;duracion;campana;pdias;previo;presultado;suscrito
34;admin.;Soltero;Superior;no;18;si;si;celular;30;abril;359;1;-1;0;desconocido;si
52;Obrero;Casado;primaria;no;1331;si;no;celular;29;Julio;213;2;-1;0;desconocido;no
60;desconocido;Casado;desconocido;no;7337;no;no;celular;4;Agosto;122;1;-1;0;desconocido;no
39;Ejecutivo;Soltero;secundaria;no;835;si;no;desconocido;29;Mayo;587;4;-1;0;desconocido;no
58;Retirado;Casado;primaria;no;5092;no;no;desconocido;11;Junio;199;6;-1;0;desconocido;no
41;Tecnico;Divorciado;secundaria;no;52;no;no;celular;20;Agosto;261;2;-1;0;desconocido;no
48;Tecnico;Casado;secundaria;no;10655;no;no;teléfono;31;Julio;5;3;-1;0;desconocido;no
58;Ejecutivo;Casado;Superior;no;1831;no;no;celular;17;Noviembre;1531;1;-1;0;desconocido;no
40;Independientes;Casado;primaria;no;92;si;no;desconocido;13;Mayo;92;1;-1;0;desconocido;no
48;Ejecutivo;Casado;Superior;no;586;si;si;celular;6;Mayo;179;2;-1;0;desconocido;no
52;Obrero;Divorciado;primaria;no;1758;si;no;desconocido;15;Mayo;41;1;-1;0;desconocido;no
50;Independientes;Casado;secundaria;no;2061;si;si;celular;29;Enero;197;2;244;3;fracaso;no
25;Tecnico;Soltero;secundaria;no;959;no;no;celular;9;Julio;144;5;-1;0;desconocido;no
54;Retirado;Casado;primaria;no;208;no;no;desconocido;12;Mayo;255;1;-1;0;desconocido;no
34;Servis;Casado;secundaria;no;-315;si;no;desconocido;8;Mayo;56;2;-1;0;desconocido;no
48;Ejecutivo;Casado;Superior;si;-13;si;no;celular;15;Mayo;20;6;291;2;otro;no
37;admin.;Casado;Superior;no;801;no;no;celular;11;Agosto;331;7;-1;0;desconocido;no
66;Retirado;Casado;Superior;no;1948;no;no;celular;28;Enero;216;1;91;4;éxito;si
32;Ejecutivo;Soltero;Superior;no;751;si;no;desconocido;8;Mayo;64;1;-1;0;desconocido;no
45;Obrero;Casado;secundaria;no;784;si;si;desconocido;3;Junio;34;1;-1;0;desconocido;no
43;Obrero;Soltero;secundaria;no;24;no;no;celular;12;Mayo;68;1;363;1;fracaso;no
41;Ejecutivo;Casado;Superior;no;72;si;no;desconocido;7;Mayo;764;3;-1;0;desconocido;no
40;Tecnico;Divorciado;Superior;no;1871;si;no;celular;17;Noviembre;64;1;-1;0;desconocido;no
44;Servis;Soltero;secundaria;no;1378;si;no;desconocido;8;Mayo;257;2;-1;0;desconocido;no
43;Obrero;Casado;primaria;no;188;si;no;celular;12;Mayo;58;3;347;5;fracaso;no
30;desconocido;Soltero;Superior;no;6836;no;no;celular;27;Febrero;30;3;-1;0;desconocido;no
32;Servis;Casado;secundaria;no;61;si;no;celular;8;Julio;529;5;-1;0;desconocido;no
57;admin.;Casado;secundaria;no;-967;si;no;teléfono;15;Mayo;8;7;-1;0;desconocido;no
31;Obrero;Soltero;Superior;no;462;si;si;desconocido;19;Mayo;147;1;-1;0;desconocido;no
49;desconocido;Casado;secundaria;no;0;no;no;celular;28;Agosto;173;2;-1;0;desconocido;no
31;admin.;Soltero;secundaria;no;5527;si;no;desconocido;21;Mayo;132;1;-1;0;desconocido;no
41;admin.;Casado;Superior;no;1287;no;no;desconocido;16;Junio;286;1;-1;0;desconocido;no
44;Ejecutivo;Casado;Superior;no;17361;no;no;desconocido;18;Junio;476;1;-1;0;desconocido;no
54;empresario;Casado;desconocido;no;1956;no;no;celular;19;Noviembre;221;5;-1;0;desconocido;no
37;Obrero;Divorciado;secundaria;no;0;si;no;celular;21;abril;146;4;-1;0;desconocido;si
34;Ejecutivo;Casado;secundaria;no;-294;si;no;desconocido;27;Mayo;532;2;-1;0;desconocido;no
43;Tecnico;Casado;secundaria;no;275;no;no;celular;25;Agosto;69;6;-1;0;desconocido;no
44;Ejecutivo;Casado;Superior;no;724;si;no;celular;17;Noviembre;157;2;172;1;fracaso;no
44;Servis;Casado;secundaria;no;27;no;no;celular;25;Mayo;485;1;-1;0;desconocido;no
53;admin.;Divorciado;secundaria;no;26;si;no;celular;7;Mayo;56;1;359;1;fracaso;no
36;Tecnico;Casado;secundaria;no;191;no;no;celular;31;Agosto;69;1;-1;0;desconocido;no
58;Tecnico;Divorciado;secundaria;no;-123;no;no;celular;5;Agosto;131;2;-1;0;desconocido;no
26;Estudiante;Soltero;secundaria;no;-147;no;no;desconocido;4;Junio;95;2;-1;0;desconocido;no
34;Tecnico;Soltero;secundaria;no;179;no;no;celular;19;Agosto;294;3;-1;0;desconocido;no
55;Obrero;Casado;primaria;no;1086;si;no;celular;6;Mayo;146;1;272;2;fracaso;no
55;Obrero;Casado;secundaria;no;471;si;no;desconocido;30;Mayo;58;2;-1;0;desconocido;no
34;empresario;Casado;Superior;no;105;si;no;desconocido;28;Mayo;249;2;-1;0;desconocido;no
41;empresario;Divorciado;secundaria;no;1588;si;si;desconocido;20;Junio;10;8;-1;0;desconocido;no
38;Emple_hogar;Divorciado;secundaria;no;70;no;no;celular;27;Octubre;255;3;148;1;éxito;si
28;Obrero;Soltero;secundaria;no;2700;no;no;celular;3;Febrero;337;4;-1;0;desconocido;no
41;Tecnico;Casado;secundaria;no;1602;si;no;celular;2;Junio;142;1;-1;0;desconocido;no
30;admin.;Casado;Superior;no;0;si;no;celular;24;Julio;209;2;-1;0;desconocido;no
39;Tecnico;Casado;desconocido;no;839;no;no;desconocido;30;Mayo;825;2;-1;0;desconocido;no
41;admin.;Casado;secundaria;no;21515;si;no;desconocido;5;Junio;87;1;-1;0;desconocido;no
36;Tecnico;Casado;secundaria;no;5902;si;no;desconocido;23;Mayo;219;4;-1;0;desconocido;no
37;Ejecutivo;Casado;Superior;no;547;si;si;desconocido;21;Mayo;143;1;-1;0;desconocido;no
59;Independientes;Casado;Superior;no;3800;no;si;celular;9;Julio;70;1;-1;0;desconocido;no
26;Tecnico;Soltero;secundaria;no;261;si;no;desconocido;27;Mayo;371;2;-1;0;desconocido;no
43;Tecnico;Casado;secundaria;no;0;si;si;celular;4;Febrero;539;8;204;5;fracaso;no
42;Ejecutivo;Casado;secundaria;si;-34;no;no;celular;5;Febrero;176;1;-1;0;desconocido;no
46;Obrero;Casado;desconocido;no;9328;si;no;celular;5;Mayo;725;3;-1;0;desconocido;si
31;admin.;Casado;secundaria;no;5;si;si;celular;16;Julio;101;7;-1;0;desconocido;no
43;Desempleado;Casado;secundaria;no;3529;no;no;celular;5;Febrero;169;2;-1;0;desconocido;no
48;Obrero;Soltero;Superior;no;2330;si;no;desconocido;4;Junio;15;1;-1;0;desconocido;no
41;Obrero;Casado;secundaria;no;1334;si;no;celular;20;abril;234;5;-1;0;desconocido;no
32;Independientes;Casado;Superior;no;3601;no;no;celular;22;Agosto;171;15;-1;0;desconocido;no
45;Tecnico;Casado;Superior;no;265;no;no;celular;28;Agosto;14;3;-1;0;desconocido;no
52;admin.;Soltero;desconocido;no;2227;no;no;celular;24;Febrero;242;2;-1;0;desconocido;si
37;Independientes;Casado;secundaria;no;487;no;si;celular;27;Agosto;155;15;-1;0;desconocido;no
38;Obrero;Divorciado;secundaria;no;0;si;no;celular;11;Mayo;580;1;173;1;fracaso;no
36;Servis;Soltero;secundaria;no;174;si;no;desconocido;7;Mayo;223;2;-1;0;desconocido;no
58;Retirado;Casado;secundaria;no;14412;no;no;celular;18;Noviembre;297;1;-1;0;desconocido;no
37;Ejecutivo;Casado;Superior;no;3288;no;no;celular;8;Agosto;124;2;-1;0;desconocido;no
30;Tecnico;Soltero;secundaria;no;57;no;no;celular;2;Febrero;465;2;-1;0;desconocido;no
47;Tecnico;Casado;secundaria;no;2246;si;no;celular;10;Julio;330;1;-1;0;desconocido;no
40;Tecnico;Casado;secundaria;no;4441;si;no;celular;20;Noviembre;153;2;183;2;fracaso;no
42;Ejecutivo;Divorciado;Superior;no;0;no;no;desconocido;19;Mayo;131;2;-1;0;desconocido;no
71;desconocido;Casado;Superior;no;353;no;no;celular;27;Enero;208;1;93;2;fracaso;no
54;Obrero;Casado;secundaria;no;448;si;si;celular;5;Agosto;98;1;-1;0;desconocido;no
53;empresario;Casado;primaria;no;27;si;no;teléfono;10;Setiembre;230;3;-1;0;desconocido;si
33;Obrero;Divorciado;secundaria;no;474;no;no;celular;22;Julio;400;2;-1;0;desconocido;no
30;Tecnico;Soltero;Superior;no;1185;si;no;celular;30;abril;284;1;339;1;fracaso;no
39;Servis;Divorciado;secundaria;no;282;si;no;celular;17;Julio;243;1;-1;0;desconocido;no
32;Obrero;Casado;secundaria;no;2;si;no;celular;15;Mayo;16;9;309;1;fracaso;no
34;Tecnico;Soltero;secundaria;no;60;no;no;celular;7;Agosto;274;2;-1;0;desconocido;no
39;Independientes;Soltero;Superior;no;3972;no;no;celular;30;Julio;122;3;-1;0;desconocido;no
75;Retirado;Casado;secundaria;no;26452;no;no;teléfono;15;Julio;219;2;-1;0;desconocido;no
33;admin.;Divorciado;secundaria;no;818;si;si;celular;16;abril;301;3;-1;0;desconocido;no
40;Servis;Casado;secundaria;no;9374;si;no;celular;21;Noviembre;7;8;185;1;fracaso;no
37;Tecnico;Casado;desconocido;no;47;no;no;desconocido;19;Junio;374;3;-1;0;desconocido;no
69;Retirado;Casado;primaria;no;279;no;no;teléfono;12;Agosto;26;1;-1;0;desconocido;no
52;Desempleado;Casado;primaria;no;20;si;no;teléfono;28;Enero;172;1;-1;0;desconocido;no
31;admin.;Divorciado;secundaria;no;360;no;no;celular;15;Mayo;332;1;297;2;otro;no
28;Tecnico;Soltero;secundaria;no;1532;no;no;celular;22;Mayo;253;1;107;5;fracaso;no
29;Ejecutivo;Soltero;Superior;no;1673;no;no;celular;16;Agosto;200;2;159;3;otro;no
46;Servis;Casado;secundaria;no;2420;no;no;celular;19;Noviembre;405;2;-1;0;desconocido;no
28;Obrero;Casado;secundaria;no;100;si;si;desconocido;27;Mayo;132;2;-1;0;desconocido;no
41;admin.;Casado;secundaria;no;0;no;no;desconocido;20;Junio;89;1;-1;0;desconocido;no
42;Tecnico;Divorciado;secundaria;no;1533;no;si;celular;5;Agosto;86;1;-1;0;desconocido;no
34;admin.;Soltero;secundaria;no;296;no;no;celular;7;Julio;147;4;-1;0;desconocido;no
28;Obrero;Casado;secundaria;no;2788;si;no;desconocido;6;Junio;369;2;-1;0;desconocido;si
43;Ejecutivo;Soltero;secundaria;no;109;si;no;desconocido;27;Mayo;64;3;-1;0;desconocido;no
32;Tecnico;Casado;secundaria;no;485;no;no;celular;26;Agosto;98;14;-1;0;desconocido;no
33;Tecnico;Soltero;Superior;no;125;no;no;teléfono;29;Agosto;66;2;-1;0;desconocido;no
70;Retirado;Casado;secundaria;no;616;no;no;celular;27;abril;149;2;182;1;fracaso;no
36;Servis;Casado;secundaria;no;3064;si;no;teléfono;26;Agosto;240;3;107;4;fracaso;no
53;Tecnico;Casado;secundaria;no;206;no;no;celular;26;Agosto;87;6;-1;0;desconocido;no
30;Obrero;Soltero;secundaria;no;6900;no;no;celular;21;Noviembre;816;1;-1;0;desconocido;no
45;Servis;Divorciado;secundaria;no;-179;no;no;desconocido;3;Julio;155;2;-1;0;desconocido;no
31;Servis;Soltero;secundaria;no;481;si;no;celular;20;Noviembre;106;2;183;2;fracaso;no
28;admin.;Casado;secundaria;no;12;si;no;celular;30;Enero;73;3;256;3;otro;no
45;Obrero;Casado;primaria;no;0;no;no;desconocido;23;Mayo;574;5;-1;0;desconocido;no
51;Ejecutivo;Casado;Superior;no;176;si;si;desconocido;1;Junio;8;1;687;2;fracaso;no
53;Ejecutivo;Casado;primaria;no;4086;no;no;desconocido;20;Junio;14;3;-1;0;desconocido;no
40;Tecnico;Casado;secundaria;no;257;si;no;desconocido;16;Mayo;731;4;-1;0;desconocido;no
53;Obrero;Casado;primaria;no;53;si;no;celular;7;abril;208;1;140;1;fracaso;no
31;Obrero;Divorciado;secundaria;no;6;si;no;celular;29;Enero;821;1;-1;0;desconocido;no
30;Ejecutivo;Casado;Superior;no;562;no;no;celular;21;Agosto;137;4;-1;0;desconocido;no
53;empresario;Casado;secundaria;no;-118;si;no;desconocido;9;Mayo;101;3;-1;0;desconocido;no
40;Obrero;Casado;primaria;no;2805;si;no;celular;14;Mayo;173;6;353;23;fracaso;no
26;Ejecutivo;Soltero;secundaria;no;565;si;no;desconocido;6;Junio;582;11;-1;0;desconocido;no
47;Obrero;Casado;secundaria;no;0;si;no;celular;21;Julio;676;1;-1;0;desconocido;no
51;Ejecutivo;Casado;Superior;no;1612;no;no;celular;16;Marzo;384;1;182;5;fracaso;no
45;Desempleado;Casado;primaria;no;180;si;si;desconocido;27;Mayo;62;2;-1;0;desconocido;no
35;Ejecutivo;Casado;Superior;no;0;si;no;celular;21;Julio;295;3;-1;0;desconocido;no
36;Ejecutivo;Soltero;Superior;no;876;si;no;desconocido;23;Mayo;241;2;-1;0;desconocido;no
57;admin.;Casado;secundaria;no;2137;no;no;teléfono;8;Julio;132;7;-1;0;desconocido;no
42;Obrero;Casado;primaria;no;260;si;no;teléfono;31;Julio;175;2;-1;0;desconocido;no
32;Obrero;Casado;secundaria;si;-53;si;no;celular;16;abril;648;1;272;1;otro;si
30;Ejecutivo;Casado;Superior;no;944;no;no;celular;29;Octubre;251;2;-1;0;desconocido;si
36;Tecnico;Casado;secundaria;no;2394;no;no;celular;14;Agosto;184;2;-1;0;desconocido;no
43;Tecnico;Casado;secundaria;no;297;si;no;celular;14;Octubre;119;3;-1;0;desconocido;no
69;Retirado;Soltero;Superior;no;2144;no;no;celular;29;Julio;417;1;184;4;éxito;si
31;Tecnico;Soltero;Superior;no;969;no;no;celular;15;Junio;95;1;-1;0;desconocido;no
35;Tecnico;Casado;secundaria;no;0;no;no;celular;14;Julio;125;2;-1;0;desconocido;no
26;empresario;Casado;Superior;no;37;si;si;celular;6;Mayo;207;1;363;2;fracaso;no
46;Tecnico;Casado;secundaria;no;410;no;si;celular;21;Noviembre;162;5;-1;0;desconocido;no
30;Tecnico;Casado;secundaria;no;1211;si;no;celular;18;Mayo;176;1;-1;0;desconocido;no
33;Ejecutivo;Soltero;Superior;no;71;no;no;celular;22;Agosto;107;6;-1;0;desconocido;no
34;Ejecutivo;Casado;Superior;no;436;si;no;celular;17;abril;28;1;345;1;fracaso;no
48;Obrero;Casado;primaria;no;559;si;no;desconocido;15;Mayo;1231;2;-1;0;desconocido;no
31;Ejecutivo;Casado;Superior;no;1170;no;no;celular;20;Agosto;200;4;-1;0;desconocido;no
46;Ejecutivo;Divorciado;Superior;no;25;no;no;desconocido;26;Mayo;103;2;-1;0;desconocido;no
40;Servis;Casado;secundaria;no;1325;no;no;desconocido;11;Junio;150;2;-1;0;desconocido;no
39;empresario;Casado;secundaria;no;0;no;no;celular;21;Noviembre;108;7;-1;0;desconocido;no
33;Tecnico;Soltero;secundaria;no;647;si;si;celular;4;Febrero;124;1;273;1;otro;no
50;Obrero;Casado;primaria;no;2142;si;no;celular;29;Enero;309;2;224;1;otro;no
84;Retirado;Divorciado;primaria;no;639;no;no;teléfono;18;Mayo;353;3;-1;0;desconocido;si
40;Obrero;Casado;primaria;no;177;si;si;teléfono;21;Julio;742;4;-1;0;desconocido;no
55;Ejecutivo;Casado;Superior;no;236;no;no;celular;4;Agosto;200;1;-1;0;desconocido;no
40;Servis;Divorciado;secundaria;no;1959;si;no;desconocido;30;Mayo;177;1;-1;0;desconocido;no
46;admin.;Casado;primaria;no;96;no;no;teléfono;4;Febrero;151;2;-1;0;desconocido;no
43;Independientes;Soltero;Superior;no;0;no;no;desconocido;19;Junio;147;1;-1;0;desconocido;no
34;Obrero;Casado;secundaria;no;250;si;no;desconocido;29;Mayo;193;6;-1;0;desconocido;no
35;Tecnico;Soltero;secundaria;no;126;no;no;celular;22;Agosto;112;2;-1;0;desconocido;no
57;Retirado;Casado;desconocido;no;1621;si;no;desconocido;19;Junio;108;1;-1;0;desconocido;no
25;Estudiante;Soltero;secundaria;no;8;no;no;celular;22;abril;107;2;-1;0;desconocido;si
32;Independientes;Casado;Superior;no;189;si;no;desconocido;6;Junio;106;2;-1;0;desconocido;no
52;Retirado;Soltero;secundaria;no;316;no;no;celular;12;Mayo;463;3;-1;0;desconocido;no
31;Independientes;Soltero;Superior;si;-282;si;no;celular;20;Noviembre;131;3;-1;0;desconocido;no
34;Ejecutivo;Casado;Superior;no;-308;si;no;celular;30;abril;140;2;-1;0;desconocido;no
42;Tecnico;Divorciado;secundaria;no;248;no;no;celular;19;Agosto;163;4;-1;0;desconocido;no
47;Obrero;Divorciado;primaria;no;126;si;no;desconocido;3;Junio;2456;2;-1;0;desconocido;si
50;Independientes;Divorciado;Superior;no;13;si;no;celular;20;abril;76;1;-1;0;desconocido;si
30;Tecnico;Casado;secundaria;no;-393;si;si;celular;16;Julio;435;1;-1;0;desconocido;si
33;Servis;Soltero;secundaria;no;358;si;no;celular;7;Mayo;302;1;356;3;fracaso;no
56;Tecnico;Soltero;Superior;no;917;no;no;desconocido;9;Junio;306;1;-1;0;desconocido;no
34;admin.;Divorciado;secundaria;no;1268;si;no;celular;15;Mayo;259;3;-1;0;desconocido;no
33;Tecnico;Casado;secundaria;no;-163;si;si;celular;8;Agosto;502;2;-1;0;desconocido;no
32;Ejecutivo;Soltero;Superior;no;473;si;no;celular;11;Mayo;72;2;361;1;otro;no
34;Ejecutivo;Casado;Superior;no;4831;si;no;celular;4;Febrero;265;1;-1;0;desconocido;no
37;Tecnico;Casado;secundaria;no;1063;si;no;celular;31;Julio;413;2;-1;0;desconocido;no
30;Ejecutivo;Casado;secundaria;no;0;si;no;celular;12;Mayo;756;3;-1;0;desconocido;no
29;Obrero;Casado;secundaria;no;424;si;si;desconocido;14;Mayo;241;2;-1;0;desconocido;no
56;Desempleado;Divorciado;primaria;no;802;no;no;teléfono;3;Febrero;258;2;-1;0;desconocido;no
31;Ejecutivo;Casado;Superior;no;430;si;no;celular;25;Julio;137;16;-1;0;desconocido;no
59;desconocido;Casado;desconocido;no;3940;no;no;desconocido;5;Junio;48;2;-1;0;desconocido;no
36;Emple_hogar;Casado;secundaria;no;2880;no;no;desconocido;12;Junio;283;1;-1;0;desconocido;no
51;Obrero;Divorciado;secundaria;no;1069;si;no;desconocido;30;Mayo;247;2;-1;0;desconocido;no
54;Independientes;Divorciado;primaria;no;4382;si;no;teléfono;18;Mayo;193;4;-1;0;desconocido;no
37;Ejecutivo;Casado;Superior;no;0;no;no;celular;11;Marzo;129;4;107;2;fracaso;no
32;Tecnico;Casado;Superior;no;3939;no;no;celular;8;Agosto;209;2;-1;0;desconocido;no
42;Independientes;Casado;Superior;no;753;no;no;desconocido;17;Junio;31;1;-1;0;desconocido;no
29;Obrero;Casado;secundaria;no;358;no;no;celular;21;Julio;88;5;-1;0;desconocido;no
52;Obrero;Casado;primaria;no;1141;si;no;celular;12;Mayo;22;5;-1;0;desconocido;no
40;Tecnico;Casado;secundaria;no;1259;no;no;desconocido;20;Mayo;234;5;-1;0;desconocido;no
30;Servis;Casado;secundaria;no;227;no;si;desconocido;3;Junio;23;1;-1;0;desconocido;no
55;empresario;Divorciado;secundaria;no;538;si;no;celular;7;Agosto;353;2;-1;0;desconocido;si
49;Ejecutivo;Casado;Superior;no;92;si;no;desconocido;6;Mayo;221;2;-1;0;desconocido;no
33;Tecnico;Casado;Superior;no;8023;no;no;celular;25;Febrero;196;1;87;4;fracaso;no
32;Servis;Soltero;secundaria;no;2478;no;si;celular;20;Noviembre;395;1;-1;0;desconocido;no
21;Estudiante;Soltero;secundaria;no;6844;no;no;celular;14;Agosto;126;3;127;7;otro;no
42;Tecnico;Casado;secundaria;no;440;si;no;celular;3;Febrero;13;5;-1;0;desconocido;no
56;Independientes;Casado;secundaria;no;800;no;si;celular;9;Julio;170;1;-1;0;desconocido;no
39;desconocido;Soltero;secundaria;no;914;no;no;desconocido;5;Junio;20;1;-1;0;desconocido;no
30;empresario;Soltero;secundaria;no;638;no;no;celular;14;Julio;358;6;-1;0;desconocido;no
55;Retirado;Casado;secundaria;no;159;no;no;celular;28;Agosto;159;1;-1;0;desconocido;no
43;Obrero;Casado;primaria;no;483;si;no;celular;12;Mayo;225;3;-1;0;desconocido;no
53;Desempleado;Casado;secundaria;no;94;no;no;celular;10;Agosto;493;1;181;14;éxito;si
57;Retirado;Casado;secundaria;no;1044;no;no;teléfono;11;Enero;585;1;192;2;éxito;si
39;Independientes;Soltero;desconocido;no;0;no;no;desconocido;20;Junio;13;11;-1;0;desconocido;no
56;Tecnico;Divorciado;Superior;no;401;si;no;teléfono;20;Noviembre;26;1;-1;0;desconocido;no
29;Servis;Soltero;desconocido;no;33;no;no;desconocido;1;Julio;161;1;-1;0;desconocido;no
38;Obrero;Casado;primaria;no;506;si;si;desconocido;12;Junio;122;1;-1;0;desconocido;no
59;Ejecutivo;Casado;Superior;no;1881;no;no;celular;19;Noviembre;456;2;-1;0;desconocido;no
42;Tecnico;Soltero;desconocido;no;344;si;no;desconocido;3;Junio;26;7;-1;0;desconocido;no
46;Obrero;Casado;primaria;no;0;si;no;desconocido;12;Mayo;51;9;-1;0;desconocido;no
31;admin.;Casado;secundaria;no;3;si;no;celular;28;Julio;37;12;-1;0;desconocido;no
35;Servis;Divorciado;secundaria;no;221;si;no;celular;14;Mayo;150;1;360;1;fracaso;no
50;Independientes;Casado;secundaria;no;36;no;no;celular;13;Agosto;104;10;-1;0;desconocido;no
42;Obrero;Casado;primaria;no;969;si;no;celular;13;Mayo;721;1;-1;0;desconocido;no
36;Servis;Soltero;secundaria;no;760;no;no;desconocido;20;Junio;9;13;-1;0;desconocido;no
25;admin.;Soltero;Superior;no;220;no;no;celular;26;Mayo;68;1;-1;0;desconocido;no
42;Ejecutivo;Soltero;Superior;no;10907;no;no;celular;4;Mayo;74;3;-1;0;desconocido;no
27;Estudiante;Soltero;Superior;no;-148;si;no;celular;11;Setiembre;146;3;224;1;otro;no
32;Obrero;Casado;primaria;no;415;si;no;desconocido;2;Junio;777;4;-1;0;desconocido;si
57;Ejecutivo;Casado;Superior;no;1341;si;no;desconocido;8;Mayo;339;2;-1;0;desconocido;no
48;Obrero;Casado;secundaria;no;865;si;no;celular;13;Mayo;78;2;-1;0;desconocido;no
34;Obrero;Divorciado;secundaria;no;-566;si;no;desconocido;26;Mayo;248;2;-1;0;desconocido;no
33;Servis;Casado;secundaria;no;210;si;si;desconocido;20;Mayo;201;1;-1;0;desconocido;no
26;Tecnico;Soltero;secundaria;no;1275;si;no;desconocido;20;Junio;18;9;-1;0;desconocido;no
50;Obrero;Casado;secundaria;no;579;no;no;celular;26;Agosto;83;4;-1;0;desconocido;no
60;Tecnico;Soltero;Superior;no;2934;no;no;celular;8;Agosto;233;2;-1;0;desconocido;no
47;Ejecutivo;Casado;Superior;no;6637;si;no;celular;17;abril;174;2;-1;0;desconocido;no
31;Ejecutivo;Casado;Superior;no;271;no;no;celular;18;Noviembre;89;1;-1;0;desconocido;no
52;Tecnico;Casado;Superior;no;0;no;no;celular;9;Agosto;145;3;94;4;éxito;no
36;Servis;Casado;secundaria;no;472;si;no;desconocido;19;Junio;1017;1;-1;0;desconocido;no
43;Obrero;Casado;primaria;no;487;si;no;desconocido;7;Mayo;548;2;-1;0;desconocido;no
30;Tecnico;Soltero;Superior;no;699;si;no;celular;11;Agosto;213;4;-1;0;desconocido;no
32;Obrero;Casado;secundaria;no;150;no;no;celular;5;Febrero;210;1;-1;0;desconocido;no
31;Ejecutivo;Soltero;Superior;no;1130;si;no;celular;17;abril;224;3;74;4;fracaso;no
29;Ejecutivo;Soltero;secundaria;no;584;si;no;desconocido;16;Junio;541;19;-1;0;desconocido;no
48;Servis;Divorciado;secundaria;no;3186;no;si;celular;9;abril;104;1;-1;0;desconocido;no
32;Servis;Soltero;secundaria;no;133;no;no;celular;15;abril;171;1;-1;0;desconocido;si
30;Emple_hogar;Soltero;Superior;no;868;no;no;celular;7;Agosto;387;2;-1;0;desconocido;no
48;Obrero;Casado;secundaria;no;480;si;no;celular;15;Mayo;830;1;352;2;fracaso;si
51;Obrero;Casado;desconocido;no;1883;si;no;desconocido;5;Mayo;57;1;-1;0;desconocido;no
34;Ejecutivo;Casado;Superior;no;606;no;no;celular;20;abril;97;1;-1;0;desconocido;si
35;Obrero;Casado;secundaria;no;603;si;no;celular;17;abril;474;2;-1;0;desconocido;no
49;Ejecutivo;Soltero;primaria;no;548;no;no;teléfono;31;Julio;115;6;-1;0;desconocido;no
36;Desempleado;Casado;secundaria;no;-872;si;si;celular;20;Noviembre;153;1;183;1;fracaso;no
37;Obrero;Divorciado;secundaria;no;33;si;no;celular;20;Noviembre;106;2;167;1;fracaso;no
37;Ejecutivo;Casado;Superior;no;1689;si;no;desconocido;29;Mayo;645;2;-1;0;desconocido;no
49;Obrero;Casado;primaria;no;902;no;no;desconocido;9;Junio;210;2;-1;0;desconocido;no
44;Servis;Divorciado;secundaria;no;0;si;si;desconocido;13;Mayo;97;1;-1;0;desconocido;no
40;Estudiante;Casado;secundaria;no;260;no;no;celular;19;Noviembre;52;1;152;6;fracaso;no
57;Tecnico;Casado;secundaria;no;589;si;no;celular;2;Febrero;223;1;76;4;fracaso;no
39;Tecnico;Casado;secundaria;no;626;si;no;celular;11;Mayo;126;2;-1;0;desconocido;no
38;Servis;Casado;secundaria;no;0;no;si;celular;16;Julio;1473;6;-1;0;desconocido;no
51;Obrero;Divorciado;secundaria;no;78;si;no;desconocido;27;Mayo;723;2;-1;0;desconocido;no
27;Obrero;Soltero;secundaria;no;3792;no;no;celular;22;abril;279;2;-1;0;desconocido;si
38;Obrero;Soltero;Superior;no;14058;no;no;teléfono;17;Julio;293;20;-1;0;desconocido;no
30;Tecnico;Soltero;secundaria;no;-522;si;si;celular;5;Mayo;670;2;286;6;fracaso;si
36;Estudiante;Soltero;desconocido;no;386;no;no;desconocido;18;Junio;359;2;-1;0;desconocido;no
37;Desempleado;Casado;secundaria;no;1978;no;no;celular;9;Setiembre;404;1;182;1;éxito;si
53;admin.;Casado;secundaria;no;459;no;no;celular;14;Octubre;317;6;192;1;éxito;no
38;Desempleado;Casado;Superior;no;2812;si;no;celular;30;abril;830;1;-1;0;desconocido;si
48;Ejecutivo;Casado;Superior;no;5057;no;si;celular;19;Noviembre;37;1;-1;0;desconocido;no
26;Emple_hogar;Casado;secundaria;no;-759;si;no;celular;11;Julio;191;1;-1;0;desconocido;no
33;Obrero;Soltero;secundaria;no;-416;si;no;desconocido;16;Mayo;767;2;-1;0;desconocido;si
47;Tecnico;Casado;desconocido;no;2106;si;no;desconocido;6;Mayo;168;1;-1;0;desconocido;no
45;Ejecutivo;Divorciado;Superior;no;220;si;no;desconocido;18;Junio;89;4;-1;0;desconocido;no
32;Obrero;Divorciado;secundaria;no;0;si;no;desconocido;2;Junio;746;2;-1;0;desconocido;no
69;Retirado;Casado;desconocido;no;426;no;no;teléfono;9;Marzo;225;1;90;1;éxito;si
65;desconocido;Casado;desconocido;no;4717;no;no;teléfono;6;Agosto;256;1;-1;0;desconocido;si
37;Obrero;Casado;secundaria;no;395;si;no;desconocido;6;Mayo;219;2;-1;0;desconocido;no
45;Obrero;Divorciado;primaria;no;0;si;no;celular;21;Julio;211;2;-1;0;desconocido;no
36;Obrero;Casado;secundaria;no;-206;si;no;desconocido;8;Mayo;177;2;-1;0;desconocido;no
62;Independientes;Divorciado;Superior;no;6;si;no;celular;13;Octubre;216;1;183;4;éxito;si
37;Ejecutivo;Casado;Superior;no;4039;no;si;celular;25;Julio;106;2;-1;0;desconocido;no
39;Servis;Divorciado;secundaria;no;687;si;no;celular;9;Julio;869;1;-1;0;desconocido;si
