Edad;Ingresos;Tarjetas_credito;Educacion;Creditos_coche;Pago
;Medio;5 o más;Bachillerato;2 o más;0
;Alto;5 o más;Bachillerato;2 o más;0
;Alto;5 o más;Universitario;2 o más;0
;Alto;Menos de 5;Bachillerato;1 o ninguno;0
;Alto;Menos de 5;Bachillerato;1 o ninguno;0
;Medio;5 o más;Universitario;2 o más;0
;Alto;5 o más;Bachillerato;2 o más;0
;Alto;Menos de 5;Universitario;1 o ninguno;0
;Alto;5 o más;Universitario;2 o más;0
25.57;Alto;5 o más;Bachillerato;2 o más;0
38.6;Alto;Menos de 5;Bachillerato;1 o ninguno;0
31.91;Alto;5 o más;Bachillerato;2 o más;0
33.55;Alto;Menos de 5;Bachillerato;1 o ninguno;0
33.5;Alto;Menos de 5;Bachillerato;1 o ninguno;0
31.5;Alto;Menos de 5;Bachillerato;1 o ninguno;0
30.4;Alto;5 o más;Bachillerato;2 o más;0
23.91;Alto;5 o más;Universitario;2 o más;0
24.95;Medio;Menos de 5;Universitario;2 o más;0
38.32;Alto;5 o más;Bachillerato;2 o más;0
41.06;Alto;5 o más;Universitario;2 o más;0
37.97;Medio;Menos de 5;Bachillerato;1 o ninguno;0
41.88;Medio;Menos de 5;Universitario;1 o ninguno;0
28.08;Medio;Menos de 5;Universitario;1 o ninguno;0
33.04;Alto;Menos de 5;Bachillerato;2 o más;0
41.31;Alto;Menos de 5;Bachillerato;1 o ninguno;0
38.87;Alto;5 o más;Universitario;2 o más;0
41.69;Alto;5 o más;Bachillerato;1 o ninguno;0
46.11;Alto;5 o más;Bachillerato;2 o más;0
31.41;Alto;Menos de 5;Universitario;1 o ninguno;0
40.61;Alto;5 o más;Universitario;2 o más;0
23.9;Medio;Menos de 5;Universitario;1 o ninguno;0
30.11;Medio;5 o más;Bachillerato;2 o más;0
27.42;Medio;Menos de 5;Universitario;2 o más;0
20.88;Medio;5 o más;Bachillerato;2 o más;0
34.06;Medio;Menos de 5;Universitario;1 o ninguno;0
39.41;Alto;Menos de 5;Universitario;1 o ninguno;0
29.42;Alto;Menos de 5;Universitario;1 o ninguno;0
28.83;Alto;Menos de 5;Bachillerato;1 o ninguno;0
39.82;Medio;5 o más;Universitario;2 o más;0
35.39;Medio;Menos de 5;Bachillerato;1 o ninguno;0
30.86;Medio;5 o más;Universitario;2 o más;0
39.99;Medio;Menos de 5;Bachillerato;2 o más;0
27.97;Alto;Menos de 5;Bachillerato;1 o ninguno;0
47.97;Medio;5 o más;Bachillerato;2 o más;0
38.08;Alto;Menos de 5;Bachillerato;2 o más;0
31.2;Medio;Menos de 5;Bachillerato;1 o ninguno;0
25.27;Alto;Menos de 5;Universitario;1 o ninguno;0
27.76;Medio;Menos de 5;Universitario;1 o ninguno;0
35.38;Medio;5 o más;Bachillerato;2 o más;0
34.65;Alto;Menos de 5;Universitario;1 o ninguno;0
40.07;Medio;Menos de 5;Bachillerato;1 o ninguno;0
31.83;Alto;5 o más;Universitario;2 o más;0
36.29;Medio;Menos de 5;Universitario;1 o ninguno;0
37.74;Alto;Menos de 5;Universitario;1 o ninguno;0
46.41;Medio;Menos de 5;Bachillerato;1 o ninguno;0
42.08;Medio;Menos de 5;Universitario;1 o ninguno;0
37.23;Medio;5 o más;Bachillerato;2 o más;0
36.62;Medio;5 o más;Universitario;1 o ninguno;0
49.58;Medio;Menos de 5;Universitario;1 o ninguno;0
32.57;Medio;5 o más;Bachillerato;2 o más;0
25.89;Medio;5 o más;Universitario;2 o más;0
30.41;Bajo;5 o más;Bachillerato;1 o ninguno;0
32.31;Alto;Menos de 5;Bachillerato;1 o ninguno;0
33.21;Medio;Menos de 5;Universitario;1 o ninguno;0
42.09;Medio;Menos de 5;Bachillerato;1 o ninguno;0
33.46;Medio;5 o más;Bachillerato;2 o más;0
25.19;Alto;5 o más;Universitario;2 o más;0
35.96;Medio;5 o más;Bachillerato;2 o más;0
23.66;Medio;5 o más;Universitario;2 o más;0
34.35;Medio;5 o más;Bachillerato;2 o más;0
45.27;Medio;5 o más;Universitario;1 o ninguno;0
33.31;Alto;Menos de 5;Bachillerato;1 o ninguno;0
31.29;Alto;5 o más;Universitario;2 o más;0
33.34;Medio;5 o más;Universitario;2 o más;0
42.18;Alto;5 o más;Universitario;1 o ninguno;0
47.19;Alto;Menos de 5;Bachillerato;1 o ninguno;0
39.93;Alto;5 o más;Bachillerato;2 o más;0
39.48;Medio;Menos de 5;Universitario;1 o ninguno;0
41.6;Medio;5 o más;Bachillerato;2 o más;0
32.17;Alto;Menos de 5;Universitario;1 o ninguno;0
34.09;Medio;5 o más;Bachillerato;2 o más;0
38.74;Alto;5 o más;Bachillerato;2 o más;0
36.03;Medio;Menos de 5;Bachillerato;1 o ninguno;0
45.83;Alto;5 o más;Bachillerato;2 o más;0
28.57;Alto;Menos de 5;Bachillerato;1 o ninguno;0
40.45;Alto;5 o más;Universitario;2 o más;0
32.23;Alto;5 o más;Universitario;2 o más;0
25.77;Medio;Menos de 5;Universitario;1 o ninguno;0
20.65;Alto;Menos de 5;Universitario;1 o ninguno;0
43.74;Alto;Menos de 5;Universitario;1 o ninguno;0
30.89;Medio;Menos de 5;Bachillerato;1 o ninguno;0
26.77;Alto;5 o más;Bachillerato;2 o más;0
45.17;Medio;Menos de 5;Universitario;1 o ninguno;0
38.38;Alto;Menos de 5;Universitario;1 o ninguno;0
48.2;Medio;5 o más;Universitario;2 o más;0
29.71;Alto;5 o más;Universitario;2 o más;0
41.66;Medio;Menos de 5;Universitario;1 o ninguno;0
29.81;Alto;Menos de 5;Universitario;1 o ninguno;0
45.57;Medio;5 o más;Bachillerato;2 o más;0
37.13;Alto;5 o más;Bachillerato;2 o más;0
32.5;Alto;Menos de 5;Bachillerato;2 o más;0
30.35;Alto;5 o más;Bachillerato;2 o más;0
41.91;Medio;5 o más;Universitario;1 o ninguno;0
37.06;Medio;Menos de 5;Universitario;1 o ninguno;0
28.41;Medio;5 o más;Universitario;1 o ninguno;0
24.17;Medio;5 o más;Universitario;2 o más;0
32.3;Alto;Menos de 5;Universitario;1 o ninguno;0
35.86;Medio;5 o más;Bachillerato;2 o más;0
24.2;Medio;Menos de 5;Universitario;2 o más;0
39.32;Alto;5 o más;Universitario;2 o más;0
37.19;Medio;Menos de 5;Universitario;1 o ninguno;0
46.52;Medio;Menos de 5;Bachillerato;2 o más;0
34.29;Alto;Menos de 5;Bachillerato;1 o ninguno;0
27.21;Medio;5 o más;Bachillerato;2 o más;0
39.22;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
32.82;Medio;Menos de 5;Bachillerato;1 o ninguno;0
22.77;Alto;5 o más;Bachillerato;1 o ninguno;0
42.35;Medio;5 o más;Universitario;2 o más;0
53.42;Alto;5 o más;Universitario;2 o más;0
46.02;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
23.05;Alto;Menos de 5;Universitario;1 o ninguno;0
44.46;Medio;Menos de 5;Universitario;1 o ninguno;0
24.31;Alto;5 o más;Bachillerato;1 o ninguno;0
42.8;Alto;5 o más;Universitario;2 o más;0
53.67;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
43.13;Alto;Menos de 5;Universitario;1 o ninguno;0
34.89;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
42.39;Bajo;5 o más;Bachillerato;2 o más;0
41.51;Alto;5 o más;Bachillerato;2 o más;0
34.81;Medio;5 o más;Universitario;2 o más;0
25.71;Alto;5 o más;Bachillerato;1 o ninguno;0
33.69;Medio;Menos de 5;Universitario;1 o ninguno;0
32.19;Alto;Menos de 5;Universitario;1 o ninguno;0
51.66;Medio;5 o más;Bachillerato;2 o más;0
37.89;Medio;Menos de 5;Universitario;1 o ninguno;0
34.21;Alto;5 o más;Universitario;2 o más;0
47.75;Alto;5 o más;Bachillerato;1 o ninguno;0
27.72;Bajo;5 o más;Bachillerato;2 o más;0
28.01;Alto;5 o más;Bachillerato;2 o más;0
25.93;Medio;Menos de 5;Universitario;1 o ninguno;0
44.34;Alto;Menos de 5;Universitario;1 o ninguno;0
29.22;Medio;5 o más;Universitario;2 o más;0
31.8;Alto;Menos de 5;Universitario;1 o ninguno;0
23.81;Medio;5 o más;Universitario;2 o más;0
29.08;Alto;Menos de 5;Bachillerato;1 o ninguno;0
37.98;Alto;Menos de 5;Universitario;1 o ninguno;0
30.99;Alto;Menos de 5;Bachillerato;1 o ninguno;0
52.69;Medio;5 o más;Universitario;2 o más;0
25.31;Medio;5 o más;Universitario;2 o más;0
26.03;Alto;5 o más;Universitario;1 o ninguno;0
23.69;Alto;5 o más;Bachillerato;2 o más;0
25.83;Alto;5 o más;Universitario;2 o más;0
23.62;Medio;Menos de 5;Bachillerato;1 o ninguno;0
31.82;Medio;Menos de 5;Bachillerato;1 o ninguno;0
40.44;Alto;5 o más;Bachillerato;2 o más;0
23.12;Alto;Menos de 5;Bachillerato;1 o ninguno;0
26.89;Alto;Menos de 5;Universitario;1 o ninguno;0
38.73;Alto;Menos de 5;Universitario;1 o ninguno;0
32.34;Medio;5 o más;Bachillerato;2 o más;0
42.19;Medio;Menos de 5;Universitario;1 o ninguno;0
41.94;Medio;Menos de 5;Universitario;1 o ninguno;0
31.34;Medio;5 o más;Universitario;2 o más;0
36.42;Alto;Menos de 5;Universitario;1 o ninguno;0
43;Alto;5 o más;Bachillerato;1 o ninguno;0
53.21;Alto;Menos de 5;Universitario;1 o ninguno;0
48.83;Medio;5 o más;Bachillerato;2 o más;0
33.19;Medio;5 o más;Universitario;2 o más;0
27.12;Medio;Menos de 5;Bachillerato;1 o ninguno;0
36.55;Alto;5 o más;Universitario;2 o más;0
28.78;Medio;Menos de 5;Universitario;1 o ninguno;0
60.8;Alto;Menos de 5;Universitario;1 o ninguno;0
44.5;Medio;5 o más;Bachillerato;2 o más;0
40.98;Alto;Menos de 5;Bachillerato;1 o ninguno;0
31.08;Medio;Menos de 5;Bachillerato;1 o ninguno;0
43.07;Medio;5 o más;Universitario;2 o más;0
41.3;Alto;Menos de 5;Universitario;1 o ninguno;0
38.47;Alto;5 o más;Universitario;2 o más;0
28.57;Bajo;5 o más;Bachillerato;2 o más;0
34.68;Medio;Menos de 5;Bachillerato;1 o ninguno;0
29.58;Medio;Menos de 5;Universitario;1 o ninguno;0
35.52;Medio;5 o más;Bachillerato;2 o más;0
43.52;Medio;5 o más;Universitario;2 o más;0
31.28;Alto;Menos de 5;Bachillerato;1 o ninguno;0
27.88;Medio;5 o más;Universitario;2 o más;0
22.73;Alto;Menos de 5;Universitario;1 o ninguno;0
42.5;Medio;5 o más;Universitario;1 o ninguno;0
34.86;Medio;5 o más;Universitario;2 o más;0
49.7;Alto;Menos de 5;Universitario;1 o ninguno;0
41.43;Medio;Menos de 5;Universitario;1 o ninguno;0
43.52;Medio;5 o más;Universitario;2 o más;0
40.12;Alto;5 o más;Universitario;2 o más;0
29.6;Medio;5 o más;Universitario;1 o ninguno;0
43.04;Alto;Menos de 5;Bachillerato;1 o ninguno;0
39.15;Medio;5 o más;Universitario;2 o más;0
37.49;Bajo;5 o más;Bachillerato;2 o más;0
40.97;Alto;5 o más;Universitario;2 o más;0
34.31;Medio;Menos de 5;Bachillerato;1 o ninguno;0
42.71;Alto;5 o más;Bachillerato;2 o más;0
40.13;Alto;5 o más;Bachillerato;2 o más;0
49.72;Medio;5 o más;Bachillerato;2 o más;0
40.93;Medio;Menos de 5;Bachillerato;1 o ninguno;0
45.48;Alto;Menos de 5;Universitario;1 o ninguno;0
21.68;Alto;Menos de 5;Universitario;1 o ninguno;0
38.42;Alto;Menos de 5;Bachillerato;1 o ninguno;0
41.7;Medio;5 o más;Universitario;2 o más;0
37.39;Bajo;5 o más;Universitario;2 o más;0
50.51;Alto;5 o más;Universitario;2 o más;0
35.77;Alto;5 o más;Universitario;2 o más;0
43.53;Medio;Menos de 5;Universitario;1 o ninguno;0
27.76;Medio;5 o más;Bachillerato;2 o más;0
34.2;Alto;Menos de 5;Universitario;1 o ninguno;0
59.23;Alto;5 o más;Universitario;2 o más;0
32.79;Medio;Menos de 5;Bachillerato;1 o ninguno;0
37;Medio;Menos de 5;Bachillerato;1 o ninguno;0
36.79;Alto;5 o más;Universitario;2 o más;0
34.18;Alto;5 o más;Universitario;2 o más;0
47.34;Bajo;5 o más;Universitario;2 o más;0
32.82;Bajo;5 o más;Universitario;2 o más;0
32.6;Medio;Menos de 5;Universitario;2 o más;0
28.08;Alto;5 o más;Bachillerato;2 o más;0
27.48;Alto;5 o más;Universitario;2 o más;0
34.24;Alto;Menos de 5;Universitario;1 o ninguno;0
50.17;Bajo;Menos de 5;Universitario;1 o ninguno;0
26.59;Bajo;5 o más;Bachillerato;2 o más;0
29.61;Alto;5 o más;Bachillerato;2 o más;0
26.73;Medio;5 o más;Universitario;2 o más;0
44.96;Medio;Menos de 5;Bachillerato;2 o más;0
36.23;Bajo;5 o más;Bachillerato;2 o más;0
27.77;Medio;Menos de 5;Bachillerato;1 o ninguno;0
23.31;Medio;Menos de 5;Universitario;1 o ninguno;0
44.86;Alto;5 o más;Bachillerato;1 o ninguno;0
33.31;Medio;5 o más;Bachillerato;2 o más;0
29.78;Alto;Menos de 5;Bachillerato;1 o ninguno;0
33.53;Alto;5 o más;Bachillerato;2 o más;0
41.39;Alto;Menos de 5;Universitario;2 o más;0
22.84;Alto;5 o más;Bachillerato;2 o más;0
24.13;Medio;Menos de 5;Bachillerato;1 o ninguno;0
25.05;Alto;5 o más;Bachillerato;2 o más;0
20.22;Bajo;Menos de 5;Universitario;1 o ninguno;0
45.03;Alto;5 o más;Bachillerato;1 o ninguno;0
28.61;Alto;5 o más;Bachillerato;2 o más;0
28.23;Medio;5 o más;Bachillerato;2 o más;0
33.8;Alto;5 o más;Bachillerato;2 o más;0
41.25;Alto;5 o más;Universitario;2 o más;0
43.44;Medio;5 o más;Bachillerato;2 o más;0
26.9;Medio;Menos de 5;Bachillerato;1 o ninguno;0
45.43;Alto;Menos de 5;Bachillerato;1 o ninguno;0
47.8;Bajo;Menos de 5;Universitario;1 o ninguno;0
42.85;Medio;Menos de 5;Universitario;1 o ninguno;0
35.76;Medio;Menos de 5;Bachillerato;1 o ninguno;0
29.17;Alto;5 o más;Universitario;2 o más;0
24.11;Alto;Menos de 5;Universitario;1 o ninguno;0
39.11;Medio;5 o más;Universitario;2 o más;0
48.91;Alto;Menos de 5;Bachillerato;1 o ninguno;0
47.86;Medio;5 o más;Bachillerato;2 o más;0
42.04;Medio;Menos de 5;Universitario;1 o ninguno;0
41.99;Alto;5 o más;Bachillerato;2 o más;0
28.64;Alto;5 o más;Bachillerato;2 o más;0
28.56;Alto;5 o más;Bachillerato;2 o más;0
45.55;Medio;Menos de 5;Universitario;1 o ninguno;0
30.78;Alto;5 o más;Bachillerato;2 o más;0
28.19;Alto;5 o más;Bachillerato;2 o más;0
32.83;Alto;5 o más;Bachillerato;2 o más;0
40.62;Alto;5 o más;Bachillerato;2 o más;0
25.01;Medio;Menos de 5;Bachillerato;1 o ninguno;0
34.97;Alto;Menos de 5;Universitario;1 o ninguno;0
30.86;Medio;5 o más;Bachillerato;2 o más;0
43.09;Alto;Menos de 5;Bachillerato;1 o ninguno;0
38.98;Medio;Menos de 5;Bachillerato;1 o ninguno;0
21.92;Alto;Menos de 5;Universitario;1 o ninguno;0
29.28;Medio;5 o más;Bachillerato;2 o más;0
44.11;Alto;Menos de 5;Universitario;2 o más;0
26.07;Alto;5 o más;Universitario;2 o más;0
39.7;Medio;Menos de 5;Universitario;1 o ninguno;0
30.63;Alto;5 o más;Universitario;2 o más;0
42.73;Medio;Menos de 5;Bachillerato;1 o ninguno;0
35.72;Medio;5 o más;Bachillerato;2 o más;0
30.48;Medio;5 o más;Bachillerato;1 o ninguno;0
22.52;Alto;5 o más;Universitario;2 o más;0
36.5;Medio;5 o más;Bachillerato;2 o más;0
34.43;Medio;Menos de 5;Universitario;1 o ninguno;0
45.3;Medio;Menos de 5;Universitario;1 o ninguno;0
39.91;Medio;5 o más;Universitario;2 o más;0
35.14;Medio;Menos de 5;Universitario;1 o ninguno;0
42.97;Alto;Menos de 5;Universitario;1 o ninguno;0
58.36;Medio;5 o más;Bachillerato;2 o más;0
35.18;Medio;5 o más;Universitario;2 o más;0
31.64;Medio;5 o más;Bachillerato;2 o más;0
36.9;Alto;5 o más;Bachillerato;2 o más;0
42.83;Alto;5 o más;Universitario;2 o más;0
39.84;Alto;Menos de 5;Universitario;1 o ninguno;0
26.28;Alto;Menos de 5;Universitario;1 o ninguno;0
34.11;Medio;Menos de 5;Universitario;1 o ninguno;0
49.11;Medio;5 o más;Bachillerato;2 o más;0
50.14;Alto;5 o más;Bachillerato;1 o ninguno;0
27.7;Alto;5 o más;Universitario;1 o ninguno;0
46.03;Medio;5 o más;Universitario;2 o más;0
34.95;Alto;5 o más;Bachillerato;2 o más;0
33.17;Alto;Menos de 5;Bachillerato;1 o ninguno;0
32.53;Medio;Menos de 5;Universitario;1 o ninguno;0
23.6;Medio;Menos de 5;Bachillerato;2 o más;0
33.5;Alto;5 o más;Bachillerato;2 o más;0
37.83;Medio;5 o más;Bachillerato;2 o más;0
37.54;Alto;Menos de 5;Bachillerato;1 o ninguno;0
21.61;Alto;5 o más;Bachillerato;2 o más;0
28.3;Alto;Menos de 5;Bachillerato;1 o ninguno;0
50.41;Medio;Menos de 5;Universitario;1 o ninguno;0
22.69;Alto;Menos de 5;Universitario;1 o ninguno;0
43.3;Alto;Menos de 5;Bachillerato;2 o más;0
42.54;Alto;Menos de 5;Bachillerato;1 o ninguno;0
32.69;Alto;Menos de 5;Bachillerato;1 o ninguno;0
54.58;Alto;Menos de 5;Universitario;1 o ninguno;0
21.28;Medio;Menos de 5;Universitario;1 o ninguno;0
31.95;Alto;Menos de 5;Bachillerato;1 o ninguno;0
23.82;Alto;5 o más;Universitario;2 o más;0
28.98;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
21.83;Alto;Menos de 5;Universitario;1 o ninguno;0
26.76;Medio;Menos de 5;Universitario;1 o ninguno;0
39.18;Alto;5 o más;Bachillerato;2 o más;0
27.99;Alto;5 o más;Universitario;2 o más;0
33.13;Medio;Menos de 5;Bachillerato;2 o más;0
48.5;Alto;5 o más;Bachillerato;2 o más;0
41.98;Alto;5 o más;Universitario;2 o más;0
35.14;Alto;Menos de 5;Universitario;1 o ninguno;0
45.16;Alto;5 o más;Bachillerato;2 o más;0
32.01;Medio;Menos de 5;Universitario;1 o ninguno;0
41.59;Alto;5 o más;Universitario;2 o más;0
32.8;Alto;Menos de 5;Universitario;1 o ninguno;0
46.94;Bajo;5 o más;Bachillerato;2 o más;0
34.47;Medio;5 o más;Bachillerato;2 o más;0
26.52;Medio;Menos de 5;Bachillerato;1 o ninguno;0
38.5;Alto;Menos de 5;Universitario;1 o ninguno;0
28.67;Medio;Menos de 5;Universitario;1 o ninguno;0
49.79;Medio;Menos de 5;Bachillerato;1 o ninguno;0
45.49;Medio;Menos de 5;Universitario;1 o ninguno;0
37.58;Alto;Menos de 5;Bachillerato;2 o más;0
52.45;Medio;Menos de 5;Universitario;1 o ninguno;0
30.69;Medio;5 o más;Universitario;2 o más;0
31.92;Alto;5 o más;Bachillerato;2 o más;0
23.68;Alto;Menos de 5;Bachillerato;1 o ninguno;0
28.68;Medio;Menos de 5;Bachillerato;1 o ninguno;0
46.95;Alto;5 o más;Bachillerato;2 o más;0
52.77;Medio;Menos de 5;Universitario;1 o ninguno;0
35.28;Medio;Menos de 5;Universitario;1 o ninguno;0
38.59;Alto;Menos de 5;Bachillerato;1 o ninguno;0
21.54;Alto;Menos de 5;Universitario;1 o ninguno;0
28.16;Medio;5 o más;Bachillerato;2 o más;0
55.83;Medio;Menos de 5;Universitario;1 o ninguno;0
39.52;Alto;Menos de 5;Universitario;2 o más;0
26.33;Alto;Menos de 5;Bachillerato;1 o ninguno;0
41.33;Alto;5 o más;Bachillerato;2 o más;0
28.66;Alto;Menos de 5;Universitario;1 o ninguno;0
38.79;Alto;5 o más;Universitario;2 o más;0
30.44;Alto;Menos de 5;Bachillerato;1 o ninguno;0
39.2;Alto;5 o más;Universitario;2 o más;0
30.16;Medio;Menos de 5;Universitario;1 o ninguno;0
53.62;Medio;5 o más;Bachillerato;2 o más;0
45.96;Medio;Menos de 5;Universitario;1 o ninguno;0
40.89;Medio;5 o más;Universitario;2 o más;0
45.17;Alto;5 o más;Universitario;2 o más;0
50.88;Alto;5 o más;Bachillerato;2 o más;0
39.96;Medio;Menos de 5;Universitario;1 o ninguno;0
32.75;Medio;5 o más;Bachillerato;2 o más;0
22.76;Alto;Menos de 5;Universitario;1 o ninguno;0
24.44;Medio;5 o más;Universitario;2 o más;0
33.45;Medio;Menos de 5;Bachillerato;1 o ninguno;0
32.17;Medio;5 o más;Universitario;2 o más;0
39.19;Alto;Menos de 5;Universitario;1 o ninguno;0
33.89;Alto;Menos de 5;Bachillerato;1 o ninguno;0
28.33;Alto;Menos de 5;Bachillerato;1 o ninguno;0
36.54;Medio;Menos de 5;Universitario;1 o ninguno;0
35.35;Alto;5 o más;Bachillerato;2 o más;0
51.84;Medio;Menos de 5;Universitario;1 o ninguno;0
24.86;Alto;Menos de 5;Bachillerato;1 o ninguno;0
27.55;Medio;Menos de 5;Bachillerato;1 o ninguno;0
35.56;Alto;5 o más;Bachillerato;1 o ninguno;0
40.21;Alto;5 o más;Bachillerato;2 o más;0
47.22;Alto;5 o más;Bachillerato;2 o más;0
51.07;Medio;5 o más;Universitario;2 o más;0
36.09;Alto;Menos de 5;Universitario;1 o ninguno;0
31.93;Medio;5 o más;Universitario;2 o más;0
35.58;Medio;Menos de 5;Bachillerato;1 o ninguno;0
39.09;Medio;Menos de 5;Universitario;1 o ninguno;0
28.49;Alto;5 o más;Bachillerato;2 o más;0
41.06;Alto;Menos de 5;Universitario;1 o ninguno;0
39.99;Alto;Menos de 5;Universitario;1 o ninguno;0
41.49;Medio;5 o más;Universitario;2 o más;0
35.57;Medio;Menos de 5;Bachillerato;1 o ninguno;0
20.42;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
28.55;Medio;Menos de 5;Universitario;1 o ninguno;0
25.81;Medio;Menos de 5;Universitario;1 o ninguno;0
24.17;Medio;Menos de 5;Universitario;1 o ninguno;0
36.17;Alto;Menos de 5;Universitario;1 o ninguno;0
27.39;Alto;Menos de 5;Bachillerato;1 o ninguno;0
50.46;Medio;5 o más;Bachillerato;2 o más;0
47.56;Alto;5 o más;Universitario;1 o ninguno;0
20.47;Medio;Menos de 5;Bachillerato;2 o más;0
37.86;Bajo;5 o más;Bachillerato;2 o más;0
31.19;Alto;Menos de 5;Universitario;1 o ninguno;0
34.63;Bajo;5 o más;Universitario;2 o más;0
53.07;Alto;5 o más;Universitario;2 o más;0
34.18;Medio;5 o más;Bachillerato;2 o más;0
39.78;Alto;5 o más;Bachillerato;1 o ninguno;0
36.67;Alto;Menos de 5;Bachillerato;1 o ninguno;0
31.18;Medio;Menos de 5;Bachillerato;2 o más;0
33.49;Medio;Menos de 5;Universitario;1 o ninguno;0
30.87;Alto;5 o más;Bachillerato;1 o ninguno;0
26.72;Alto;5 o más;Bachillerato;1 o ninguno;0
40.45;Medio;Menos de 5;Bachillerato;2 o más;0
26.1;Bajo;5 o más;Bachillerato;2 o más;0
36.8;Medio;Menos de 5;Bachillerato;1 o ninguno;0
40.9;Medio;5 o más;Bachillerato;1 o ninguno;0
34.77;Bajo;Menos de 5;Universitario;1 o ninguno;0
20.97;Alto;5 o más;Bachillerato;2 o más;0
35.23;Alto;Menos de 5;Bachillerato;1 o ninguno;0
29.92;Bajo;5 o más;Bachillerato;2 o más;0
40.91;Alto;5 o más;Bachillerato;2 o más;0
28.02;Alto;5 o más;Bachillerato;2 o más;0
38.88;Alto;Menos de 5;Universitario;1 o ninguno;0
28.67;Alto;5 o más;Universitario;2 o más;0
36.1;Alto;5 o más;Bachillerato;2 o más;0
38.01;Alto;5 o más;Universitario;2 o más;0
27.7;Alto;Menos de 5;Universitario;1 o ninguno;0
34.32;Medio;Menos de 5;Universitario;1 o ninguno;0
32.93;Alto;Menos de 5;Universitario;1 o ninguno;0
28.58;Medio;5 o más;Universitario;2 o más;0
20.98;Medio;Menos de 5;Bachillerato;1 o ninguno;0
32.35;Medio;Menos de 5;Universitario;1 o ninguno;0
51.33;Alto;Menos de 5;Bachillerato;1 o ninguno;0
49.92;Alto;5 o más;Universitario;2 o más;0
45.97;Alto;Menos de 5;Bachillerato;1 o ninguno;0
44.47;Medio;Menos de 5;Bachillerato;1 o ninguno;0
41.36;Medio;5 o más;Bachillerato;1 o ninguno;0
38.58;Alto;5 o más;Universitario;2 o más;0
32.29;Medio;5 o más;Universitario;1 o ninguno;0
28.06;Alto;Menos de 5;Universitario;1 o ninguno;0
46.18;Medio;5 o más;Universitario;2 o más;0
39.72;Alto;Menos de 5;Universitario;1 o ninguno;0
22.81;Medio;5 o más;Bachillerato;2 o más;0
44.85;Medio;5 o más;Universitario;2 o más;0
46.98;Alto;5 o más;Universitario;2 o más;0
25.16;Alto;Menos de 5;Bachillerato;1 o ninguno;0
52.57;Medio;Menos de 5;Bachillerato;1 o ninguno;0
32.69;Alto;Menos de 5;Universitario;1 o ninguno;0
41.19;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
47.69;Bajo;5 o más;Universitario;2 o más;0
20.7;Alto;Menos de 5;Bachillerato;1 o ninguno;0
33.3;Alto;Menos de 5;Bachillerato;1 o ninguno;0
44.95;Medio;5 o más;Universitario;2 o más;0
42.23;Medio;Menos de 5;Bachillerato;1 o ninguno;0
30.05;Alto;5 o más;Universitario;2 o más;0
30.76;Medio;5 o más;Bachillerato;2 o más;0
35.57;Alto;5 o más;Universitario;2 o más;0
33.76;Medio;Menos de 5;Universitario;1 o ninguno;0
24.22;Alto;5 o más;Universitario;2 o más;0
24.16;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
43.97;Medio;5 o más;Bachillerato;2 o más;0
35.77;Alto;5 o más;Bachillerato;2 o más;0
38.43;Medio;Menos de 5;Universitario;1 o ninguno;0
46.88;Bajo;5 o más;Universitario;1 o ninguno;0
34.38;Medio;Menos de 5;Universitario;1 o ninguno;0
33.19;Bajo;Menos de 5;Universitario;1 o ninguno;0
43.82;Medio;Menos de 5;Bachillerato;1 o ninguno;0
34.1;Alto;Menos de 5;Universitario;1 o ninguno;0
36.42;Bajo;5 o más;Universitario;2 o más;0
30.29;Alto;Menos de 5;Bachillerato;1 o ninguno;0
25.6;Bajo;5 o más;Universitario;2 o más;0
30.78;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
54.12;Medio;Menos de 5;Bachillerato;1 o ninguno;0
43.74;Medio;Menos de 5;Universitario;1 o ninguno;0
47.65;Alto;5 o más;Universitario;2 o más;0
27.76;Bajo;5 o más;Bachillerato;2 o más;0
35.78;Medio;5 o más;Bachillerato;2 o más;0
32.52;Alto;Menos de 5;Bachillerato;1 o ninguno;0
42.49;Medio;5 o más;Universitario;2 o más;0
49.48;Medio;5 o más;Bachillerato;2 o más;0
28.27;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
34.7;Alto;5 o más;Bachillerato;2 o más;0
36.75;Medio;Menos de 5;Universitario;1 o ninguno;0
27.02;Alto;5 o más;Universitario;2 o más;0
37.91;Medio;5 o más;Universitario;1 o ninguno;0
22.88;Medio;5 o más;Bachillerato;2 o más;0
38.99;Medio;Menos de 5;Universitario;1 o ninguno;0
26.6;Alto;5 o más;Universitario;2 o más;0
29.88;Alto;5 o más;Bachillerato;2 o más;0
38.62;Medio;5 o más;Universitario;2 o más;0
29.91;Alto;5 o más;Bachillerato;2 o más;0
40.69;Medio;Menos de 5;Universitario;1 o ninguno;0
