Estado_civil;Residencia;Profesión;Casa;Genero;Edad;Ingresos;Tarjetas_credito;Educacion;Creditos_coche;Pago
4;2;3;2;1;39.58;Alto;Menos de 5;Universitario;1 o ninguno;0
4;4;5;1;2;39.85;Alto;5 o más;Bachillerato;2 o más;0
3;5;1;2;2;40.67;Alto;5 o más;Bachillerato;2 o más;0
2;3;5;2;2;35.23;Alto;5 o más;Bachillerato;2 o más;0
1;5;4;2;1;37.55;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;5;4;2;2;27.58;Bajo;5 o más;Universitario;2 o más;0
1;2;3;1;1;48.43;Medio;Menos de 5;Bachillerato;2 o más;0
5;3;2;2;1;44.29;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
2;3;5;2;2;27.85;Medio;5 o más;Bachillerato;2 o más;0
5;5;4;2;2;22.92;Medio;5 o más;Universitario;2 o más;0
4;4;1;3;1;27.67;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;1;4;1;2;32.3;Medio;5 o más;Bachillerato;2 o más;0
3;2;3;3;1;32.89;Medio;5 o más;Bachillerato;2 o más;0
1;3;2;1;1;21.62;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;1;3;1;2;33.73;Alto;Menos de 5;Universitario;1 o ninguno;0
4;5;2;1;1;35.74;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;5;4;1;2;35.64;Medio;Menos de 5;Bachillerato;2 o más;0
1;4;2;2;2;28.25;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;1;2;1;2;43.12;Medio;5 o más;Bachillerato;2 o más;0
1;4;5;1;2;47.28;Alto;Menos de 5;Universitario;1 o ninguno;0
1;4;1;2;1;35.93;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;2;1;3;2;31.49;Medio;5 o más;Bachillerato;1 o ninguno;0
1;3;1;2;1;47.71;Alto;5 o más;Universitario;2 o más;0
3;2;2;3;1;59.46;Alto;5 o más;Bachillerato;2 o más;0
5;4;4;1;2;32.35;Bajo;Menos de 5;Universitario;1 o ninguno;0
2;5;4;3;1;48.36;Alto;5 o más;Bachillerato;1 o ninguno;0
1;2;5;3;1;45.91;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;5;3;1;2;40.73;Medio;5 o más;Universitario;2 o más;0
1;2;3;3;1;35.89;Medio;5 o más;Universitario;2 o más;0
2;1;3;1;1;34.32;Medio;Menos de 5;Universitario;2 o más;0
3;4;5;1;2;33.66;Medio;Menos de 5;Bachillerato;1 o ninguno;0
1;2;3;2;2;49.27;Alto;5 o más;Bachillerato;2 o más;0
2;5;4;1;2;37.69;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;1;5;1;1;34.76;Medio;5 o más;Bachillerato;2 o más;0
2;2;5;1;2;45.79;Medio;Menos de 5;Universitario;1 o ninguno;0
5;4;2;2;2;21.09;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;3;3;3;2;30.62;Alto;5 o más;Universitario;2 o más;0
2;2;5;1;1;41.92;Alto;5 o más;Universitario;2 o más;0
1;3;3;3;2;39.52;Medio;Menos de 5;Universitario;1 o ninguno;0
4;1;2;2;2;31.48;Alto;Menos de 5;Universitario;1 o ninguno;0
2;3;2;2;2;41.49;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;4;2;2;1;34.76;Alto;5 o más;Universitario;2 o más;0
2;2;1;1;1;42.96;Alto;5 o más;Universitario;2 o más;0
4;1;3;1;1;31.63;Medio;Menos de 5;Universitario;1 o ninguno;0
4;1;4;1;1;39.02;Medio;Menos de 5;Universitario;1 o ninguno;0
2;3;2;3;1;51.11;Medio;Menos de 5;Universitario;1 o ninguno;0
2;5;3;2;2;35.59;Medio;Menos de 5;Universitario;1 o ninguno;0
3;2;1;1;1;41.78;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;3;3;3;1;20.9;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;5;1;1;1;31.92;Medio;Menos de 5;Universitario;1 o ninguno;0
4;4;1;3;2;45.06;Alto;5 o más;Bachillerato;2 o más;0
2;3;1;3;1;40.55;Medio;Menos de 5;Bachillerato;1 o ninguno;0
1;2;2;1;2;57.06;Medio;Menos de 5;Universitario;1 o ninguno;0
2;3;1;3;1;48.83;Medio;Menos de 5;Universitario;1 o ninguno;0
2;1;1;1;2;37.77;Alto;5 o más;Bachillerato;2 o más;0
4;4;5;3;1;42.23;Alto;5 o más;Bachillerato;2 o más;0
1;2;3;2;1;48.77;Alto;5 o más;Bachillerato;2 o más;0
1;1;5;3;2;40.11;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;4;3;2;2;33.35;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;1;2;1;1;23.16;Medio;5 o más;Universitario;2 o más;0
2;3;3;1;1;39.39;Alto;5 o más;Bachillerato;2 o más;0
2;1;1;3;2;33.76;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;2;2;1;2;36.68;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;3;5;3;2;28.3;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;3;3;1;1;29.07;Alto;5 o más;Bachillerato;2 o más;0
4;2;3;1;2;47.16;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;3;1;3;1;27.17;Bajo;Menos de 5;Universitario;1 o ninguno;0
3;3;2;1;1;29.07;Medio;5 o más;Bachillerato;1 o ninguno;0
1;1;4;2;2;49.71;Alto;5 o más;Universitario;2 o más;0
4;1;3;1;2;40.5;Alto;5 o más;Bachillerato;2 o más;0
1;2;4;3;1;32.85;Medio;Menos de 5;Bachillerato;2 o más;0
3;1;3;3;1;37.08;Medio;Menos de 5;Universitario;1 o ninguno;0
2;1;3;3;1;31.67;Alto;Menos de 5;Universitario;1 o ninguno;0
3;5;1;2;2;37.92;Alto;5 o más;Bachillerato;2 o más;0
1;3;3;3;2;39.54;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;4;2;1;2;40.53;Medio;5 o más;Bachillerato;2 o más;0
1;2;3;2;1;26.49;Alto;Menos de 5;Universitario;2 o más;0
2;5;2;2;1;36.3;Medio;5 o más;Bachillerato;2 o más;0
2;3;1;3;2;40.66;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;4;1;1;2;50.92;Alto;5 o más;Bachillerato;2 o más;0
1;4;2;1;1;27.27;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;5;4;2;1;30.21;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
3;5;3;2;1;41.42;Medio;Menos de 5;Universitario;1 o ninguno;0
2;1;4;3;1;24.7;Medio;Menos de 5;Universitario;1 o ninguno;0
3;3;3;3;2;40.44;Bajo;5 o más;Universitario;2 o más;0
4;1;4;1;1;32.57;Medio;5 o más;Universitario;2 o más;0
3;3;4;3;2;20.55;Medio;Menos de 5;Universitario;1 o ninguno;0
5;2;5;2;2;28.79;Alto;5 o más;Bachillerato;2 o más;0
3;3;1;2;1;35.98;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;1;2;1;2;27.97;Alto;Menos de 5;Universitario;1 o ninguno;0
4;3;4;1;1;28.13;Alto;5 o más;Bachillerato;2 o más;0
2;3;4;3;2;37.34;Alto;5 o más;Bachillerato;2 o más;0
5;2;1;2;2;34.82;Alto;5 o más;Universitario;2 o más;0
2;1;3;3;1;42.87;Medio;5 o más;Universitario;2 o más;0
1;3;3;3;2;38.36;Medio;5 o más;Bachillerato;2 o más;0
1;2;1;1;1;41.74;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;3;2;3;1;28.1;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;5;1;3;2;36.23;Alto;5 o más;Bachillerato;2 o más;0
5;5;1;3;2;33.24;Alto;5 o más;Universitario;1 o ninguno;0
3;3;2;2;2;33.44;Medio;5 o más;Universitario;2 o más;0
4;5;5;2;2;27.79;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;1;5;1;2;27.9;Medio;5 o más;Bachillerato;2 o más;0
3;1;1;2;1;38.41;Medio;Menos de 5;Universitario;1 o ninguno;0
1;3;1;3;2;31.15;Alto;5 o más;Universitario;2 o más;0
3;2;1;1;2;53.14;Alto;5 o más;Bachillerato;2 o más;0
5;2;3;2;1;33.94;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;1;3;1;1;44.77;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;3;4;3;1;29.92;Alto;5 o más;Universitario;1 o ninguno;0
2;2;2;1;1;20.61;Alto;5 o más;Bachillerato;2 o más;0
3;4;1;1;2;29.3;Alto;Menos de 5;Universitario;1 o ninguno;0
5;5;3;1;1;39.48;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;5;4;3;2;39.07;Medio;Menos de 5;Universitario;1 o ninguno;0
3;1;5;2;1;48.65;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;3;4;3;1;41.64;Medio;Menos de 5;Universitario;1 o ninguno;0
5;2;4;3;1;31.96;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;5;5;2;1;42.35;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;3;1;3;2;47.83;Alto;Menos de 5;Universitario;1 o ninguno;0
2;4;4;2;2;34.17;Alto;5 o más;Universitario;2 o más;0
3;3;5;2;1;42.34;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;4;2;2;2;26.37;Alto;Menos de 5;Universitario;1 o ninguno;0
1;4;2;3;1;30.96;Alto;Menos de 5;Universitario;1 o ninguno;0
4;4;2;1;1;33.52;Alto;5 o más;Universitario;2 o más;0
5;5;3;1;1;28.28;Alto;Menos de 5;Universitario;1 o ninguno;0
2;1;5;2;2;35.76;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;4;5;3;1;52.59;Alto;5 o más;Universitario;1 o ninguno;0
1;4;5;1;1;43.02;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;1;5;1;1;38.58;Alto;5 o más;Universitario;2 o más;0
4;1;4;3;1;29.34;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;4;2;1;2;46.65;Alto;Menos de 5;Universitario;1 o ninguno;0
5;5;3;2;1;31.59;Bajo;5 o más;Universitario;1 o ninguno;0
1;3;5;2;1;26.15;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
4;2;4;1;1;46.21;Alto;5 o más;Universitario;2 o más;0
4;3;2;3;2;40.59;Medio;5 o más;Bachillerato;2 o más;0
5;2;3;1;2;45.88;Alto;5 o más;Bachillerato;2 o más;0
3;5;3;2;2;26.2;Alto;5 o más;Universitario;2 o más;0
4;1;1;2;1;57.43;Alto;5 o más;Universitario;2 o más;0
1;4;5;1;1;52.36;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;1;1;3;2;43.45;Bajo;5 o más;Bachillerato;2 o más;0
2;1;1;3;2;46.33;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;3;1;2;2;22.92;Alto;Menos de 5;Universitario;1 o ninguno;0
3;5;5;3;2;24.48;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;1;1;3;2;24.79;Alto;Menos de 5;Universitario;1 o ninguno;0
3;3;4;2;1;35.13;Medio;Menos de 5;Universitario;1 o ninguno;0
5;1;4;3;2;40.72;Bajo;5 o más;Bachillerato;2 o más;0
1;2;3;3;2;44.2;Alto;Menos de 5;Universitario;1 o ninguno;0
1;4;4;3;2;41.18;Medio;5 o más;Universitario;2 o más;0
1;4;3;3;2;34.12;Alto;Menos de 5;Universitario;2 o más;0
3;1;4;1;2;44.77;Bajo;Menos de 5;Universitario;1 o ninguno;0
2;2;3;2;1;35.85;Alto;5 o más;Universitario;2 o más;0
4;4;5;3;2;20.13;Medio;Menos de 5;Bachillerato;1 o ninguno;0
1;5;5;3;2;42.74;Alto;5 o más;Universitario;2 o más;0
1;2;4;3;1;29.78;Medio;5 o más;Bachillerato;2 o más;0
5;2;3;2;1;21.29;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
3;3;4;1;2;47.05;Medio;Menos de 5;Universitario;1 o ninguno;0
2;1;1;3;2;27.93;Medio;Menos de 5;Bachillerato;2 o más;0
5;4;2;3;1;46.19;Bajo;Menos de 5;Universitario;1 o ninguno;0
3;4;3;3;1;43.03;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;4;3;2;1;33.45;Medio;5 o más;Universitario;2 o más;0
2;3;3;1;2;24.85;Alto;Menos de 5;Universitario;1 o ninguno;0
2;1;5;3;1;32.66;Alto;5 o más;Universitario;2 o más;0
2;4;1;1;2;34.91;Medio;Menos de 5;Universitario;2 o más;0
2;2;1;2;1;51.05;Alto;5 o más;Universitario;2 o más;0
3;2;2;1;2;35.26;Alto;5 o más;Bachillerato;2 o más;0
2;5;2;2;1;24.24;Medio;Menos de 5;Universitario;2 o más;0
1;3;5;1;2;47.08;Alto;5 o más;Bachillerato;2 o más;0
1;5;5;3;2;29.09;Alto;5 o más;Universitario;2 o más;0
4;4;1;2;1;39.39;Alto;5 o más;Universitario;2 o más;0
3;2;3;3;2;37.41;Alto;5 o más;Universitario;1 o ninguno;0
1;4;2;1;1;25.71;Medio;Menos de 5;Universitario;1 o ninguno;0
5;3;3;2;1;39.01;Bajo;Menos de 5;Universitario;1 o ninguno;0
3;3;1;1;1;39.98;Alto;5 o más;Universitario;2 o más;0
5;5;3;3;1;33.11;Medio;Menos de 5;Universitario;2 o más;0
2;4;5;1;2;43.86;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;3;1;2;2;46.29;Medio;5 o más;Universitario;1 o ninguno;0
1;2;4;2;2;47.28;Alto;5 o más;Bachillerato;2 o más;0
1;1;5;3;2;48.3;Alto;5 o más;Universitario;2 o más;0
5;5;3;3;2;31.94;Medio;Menos de 5;Bachillerato;2 o más;0
3;5;4;3;1;31.92;Alto;Menos de 5;Bachillerato;2 o más;0
5;5;2;3;2;39.35;Alto;5 o más;Bachillerato;2 o más;0
5;5;3;3;1;44.49;Alto;Menos de 5;Universitario;1 o ninguno;0
1;5;1;3;2;29.88;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;3;1;2;1;34.82;Medio;Menos de 5;Universitario;1 o ninguno;0
2;1;4;1;2;33.84;Alto;5 o más;Universitario;2 o más;0
2;4;1;1;1;40.83;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;4;5;3;2;36.81;Alto;5 o más;Universitario;2 o más;0
5;4;4;2;1;33.71;Medio;5 o más;Bachillerato;1 o ninguno;0
1;2;2;2;1;28.72;Medio;Menos de 5;Bachillerato;2 o más;0
4;3;1;3;2;44.65;Alto;5 o más;Bachillerato;2 o más;0
2;1;4;3;2;26.77;Alto;5 o más;Universitario;2 o más;0
5;3;1;1;2;49.21;Alto;5 o más;Bachillerato;2 o más;0
1;4;5;1;1;32.59;Medio;Menos de 5;Bachillerato;2 o más;0
4;3;1;3;2;32.83;Alto;Menos de 5;Universitario;1 o ninguno;0
3;3;4;1;1;24.13;Medio;5 o más;Universitario;2 o más;0
5;2;4;2;2;39.41;Alto;5 o más;Universitario;2 o más;0
4;2;5;3;2;49.07;Alto;5 o más;Bachillerato;2 o más;0
1;3;2;1;2;44.88;Medio;5 o más;Bachillerato;2 o más;0
4;3;1;2;2;44.88;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;4;5;2;2;49.35;Medio;5 o más;Universitario;2 o más;0
5;4;4;1;1;31.16;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;4;5;3;2;30.69;Medio;5 o más;Universitario;1 o ninguno;0
5;1;5;2;1;45.52;Alto;5 o más;Universitario;2 o más;0
5;2;1;3;2;42.09;Bajo;Menos de 5;Universitario;1 o ninguno;0
1;4;5;3;1;30.46;Alto;5 o más;Bachillerato;2 o más;0
1;5;3;2;1;40.28;Medio;5 o más;Bachillerato;2 o más;0
4;4;5;3;2;27.88;Medio;Menos de 5;Universitario;1 o ninguno;0
3;2;1;3;1;48.69;Alto;5 o más;Universitario;2 o más;0
2;5;4;2;1;36.11;Alto;5 o más;Universitario;1 o ninguno;0
3;2;4;2;2;40.96;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;5;4;3;2;36.02;Medio;5 o más;Bachillerato;2 o más;0
5;2;3;2;2;47.79;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;5;3;1;2;48.78;Medio;5 o más;Bachillerato;2 o más;0
5;4;2;1;2;47.78;Medio;5 o más;Bachillerato;2 o más;0
3;5;3;3;2;47.28;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;4;1;2;1;40.78;Alto;5 o más;Universitario;1 o ninguno;0
4;3;1;2;1;48.63;Alto;5 o más;Bachillerato;2 o más;0
4;5;2;2;1;23.9;Medio;5 o más;Universitario;2 o más;0
2;1;4;3;1;30.91;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;5;3;2;1;40.66;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;3;5;1;1;44.9;Medio;5 o más;Universitario;2 o más;0
4;3;2;3;2;45.02;Medio;Menos de 5;Universitario;2 o más;0
2;1;3;2;1;36;Medio;5 o más;Bachillerato;2 o más;0
2;1;2;1;2;29.91;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
1;4;4;2;1;47.76;Alto;5 o más;Universitario;2 o más;0
3;1;3;1;2;28.19;Alto;Menos de 5;Universitario;1 o ninguno;0
2;4;5;1;2;34.38;Medio;5 o más;Universitario;2 o más;0
4;4;1;1;1;38.24;Alto;5 o más;Universitario;1 o ninguno;0
4;2;3;3;1;35.78;Medio;Menos de 5;Bachillerato;1 o ninguno;0
1;2;1;2;1;30.88;Medio;5 o más;Universitario;2 o más;0
2;3;4;1;1;43.92;Alto;5 o más;Universitario;2 o más;0
1;5;3;1;2;26.7;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;2;3;1;1;38.9;Medio;5 o más;Bachillerato;2 o más;0
3;2;1;2;1;38.68;Alto;Menos de 5;Bachillerato;2 o más;0
1;2;2;2;2;50.71;Medio;5 o más;Universitario;2 o más;0
3;3;3;1;2;38.73;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;2;5;1;2;44.25;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;4;3;1;2;22.46;Alto;Menos de 5;Bachillerato;1 o ninguno;0
3;1;5;2;2;31.02;Alto;5 o más;Universitario;1 o ninguno;0
3;3;5;1;1;31.99;Alto;5 o más;Universitario;2 o más;0
3;3;1;3;1;28.92;Alto;5 o más;Bachillerato;2 o más;0
3;3;4;3;2;22.49;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
3;3;1;3;1;24.76;Medio;Menos de 5;Bachillerato;1 o ninguno;0
3;3;1;2;2;50.42;Medio;Menos de 5;Universitario;1 o ninguno;0
4;5;3;3;2;35.91;Medio;5 o más;Bachillerato;2 o más;0
3;3;1;3;2;49.92;Medio;Menos de 5;Universitario;1 o ninguno;0
1;3;2;3;1;44.99;Alto;5 o más;Bachillerato;2 o más;0
2;5;1;2;1;27.47;Alto;5 o más;Bachillerato;2 o más;0
1;4;4;1;2;28.09;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;5;1;1;2;24.96;Alto;5 o más;Bachillerato;2 o más;0
5;3;1;1;2;48.49;Alto;5 o más;Universitario;2 o más;0
2;2;2;3;2;43.22;Alto;5 o más;Bachillerato;2 o más;0
1;1;1;2;1;38.81;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;3;2;3;2;35.93;Alto;5 o más;Universitario;2 o más;0
2;5;1;3;1;40.81;Alto;5 o más;Universitario;2 o más;0
4;2;5;3;2;37.02;Alto;Menos de 5;Universitario;1 o ninguno;0
3;3;3;2;2;41.5;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;1;2;1;2;35.47;Medio;5 o más;Bachillerato;1 o ninguno;0
2;4;5;3;2;34.82;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;1;2;1;2;25.1;Medio;5 o más;Universitario;2 o más;0
2;4;5;2;1;44.84;Alto;5 o más;Universitario;2 o más;0
2;4;1;2;2;24.73;Alto;5 o más;Universitario;2 o más;0
5;4;3;3;2;45.41;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;4;5;3;2;38.74;Alto;5 o más;Universitario;2 o más;0
5;5;5;3;1;25.21;Medio;Menos de 5;Universitario;1 o ninguno;0
4;2;5;1;1;33.58;Alto;Menos de 5;Bachillerato;2 o más;0
1;2;5;3;2;43.26;Medio;5 o más;Bachillerato;2 o más;0
2;1;4;3;2;27.31;Alto;5 o más;Universitario;2 o más;0
3;3;4;1;1;47.96;Medio;5 o más;Universitario;2 o más;0
5;1;3;1;1;38.42;Alto;5 o más;Universitario;2 o más;0
4;3;2;2;2;30.61;Alto;Menos de 5;Universitario;1 o ninguno;0
2;4;4;3;2;43.92;Medio;5 o más;Bachillerato;2 o más;0
2;4;5;2;2;44.44;Medio;5 o más;Bachillerato;2 o más;0
3;1;5;1;2;38.37;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;3;5;3;1;46.48;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
3;4;3;3;1;38.43;Alto;Menos de 5;Bachillerato;1 o ninguno;0
5;3;4;3;1;35.89;Medio;5 o más;Bachillerato;2 o más;0
4;2;1;1;1;28.17;Medio;Menos de 5;Universitario;1 o ninguno;0
5;5;2;2;2;20.85;Medio;5 o más;Bachillerato;2 o más;0
1;3;4;3;1;34.56;Alto;5 o más;Universitario;2 o más;0
5;4;3;1;1;41.7;Bajo;5 o más;Bachillerato;1 o ninguno;0
3;5;3;3;2;41.26;Medio;5 o más;Bachillerato;2 o más;0
5;2;1;2;1;47.73;Medio;5 o más;Bachillerato;1 o ninguno;0
2;2;2;3;1;38.31;Medio;5 o más;Bachillerato;2 o más;0
3;1;3;1;1;39.65;Alto;5 o más;Universitario;2 o más;0
1;4;2;1;2;39.86;Medio;5 o más;Universitario;1 o ninguno;0
5;1;5;3;2;50.04;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;3;3;3;1;32.1;Medio;5 o más;Bachillerato;1 o ninguno;0
1;4;1;2;1;22.8;Medio;Menos de 5;Bachillerato;2 o más;0
1;4;4;2;2;42;Alto;5 o más;Bachillerato;2 o más;0
3;3;1;1;1;26.34;Medio;5 o más;Universitario;2 o más;0
3;1;2;2;2;47.55;Alto;5 o más;Bachillerato;1 o ninguno;0
1;4;2;1;1;40.81;Medio;5 o más;Universitario;2 o más;0
4;3;4;2;2;34.65;Medio;5 o más;Bachillerato;2 o más;0
1;2;3;3;2;43.26;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;4;1;2;2;29.7;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;5;3;1;1;22.32;Alto;5 o más;Universitario;2 o más;0
5;5;1;2;1;29.77;Alto;5 o más;Universitario;2 o más;0
1;5;4;1;1;43.87;Bajo;5 o más;Bachillerato;2 o más;0
4;4;2;3;2;39.24;Medio;Menos de 5;Bachillerato;1 o ninguno;0
5;2;5;1;1;28.65;Medio;5 o más;Universitario;2 o más;0
1;5;2;3;1;50.67;Medio;5 o más;Universitario;2 o más;0
1;1;4;1;2;37.67;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;5;3;2;2;42.43;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;1;3;3;2;32.79;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;3;5;3;1;35.45;Alto;Menos de 5;Universitario;1 o ninguno;0
5;3;4;2;1;27;Bajo;Menos de 5;Universitario;1 o ninguno;0
4;4;2;1;1;32.97;Medio;Menos de 5;Bachillerato;1 o ninguno;0
1;1;5;2;1;31.9;Alto;Menos de 5;Bachillerato;1 o ninguno;0
2;5;2;1;1;45.84;Alto;5 o más;Bachillerato;2 o más;0
2;1;4;2;2;34.51;Medio;5 o más;Universitario;1 o ninguno;0
4;1;4;3;2;47.59;Alto;Menos de 5;Universitario;1 o ninguno;0
3;2;1;3;1;45.27;Medio;5 o más;Bachillerato;2 o más;0
3;4;2;2;2;26.16;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;3;1;2;2;27.47;Alto;Menos de 5;Bachillerato;1 o ninguno;0
1;5;1;2;1;28.4;Alto;5 o más;Universitario;2 o más;0
2;5;3;3;2;38.66;Medio;5 o más;Bachillerato;2 o más;0
3;1;2;1;1;30.24;Alto;5 o más;Universitario;2 o más;0
5;1;5;2;1;35.86;Alto;5 o más;Bachillerato;2 o más;0
4;3;3;2;1;49.79;Alto;5 o más;Universitario;2 o más;0
1;4;5;2;2;38.38;Medio;Menos de 5;Universitario;1 o ninguno;0
5;2;4;2;2;33.32;Alto;5 o más;Bachillerato;2 o más;0
4;2;3;1;1;46.62;Alto;5 o más;Bachillerato;2 o más;0
2;5;3;1;1;32.88;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;2;3;2;2;47.39;Alto;5 o más;Bachillerato;2 o más;0
1;1;1;2;1;22.78;Bajo;5 o más;Bachillerato;2 o más;0
1;4;1;3;1;32.14;Bajo;Menos de 5;Bachillerato;1 o ninguno;0
1;2;2;1;1;35.01;Medio;5 o más;Universitario;2 o más;0
2;4;5;1;1;46.67;Bajo;Menos de 5;Universitario;1 o ninguno;0
2;3;4;2;1;25.61;Alto;5 o más;Bachillerato;2 o más;0
3;3;1;2;2;31.17;Medio;5 o más;Bachillerato;2 o más;0
2;4;1;1;2;28.5;Medio;5 o más;Universitario;1 o ninguno;0
5;5;1;3;2;34.3;Medio;Menos de 5;Bachillerato;1 o ninguno;0
4;4;5;2;1;48.05;Medio;5 o más;Bachillerato;2 o más;0
2;1;3;3;1;33.33;Alto;5 o más;Bachillerato;2 o más;0
2;5;1;3;1;27.92;Medio;5 o más;Universitario;2 o más;0
4;5;4;3;1;33.2;Medio;5 o más;Bachillerato;2 o más;0
5;5;2;1;2;40.41;Medio;Menos de 5;Bachillerato;1 o ninguno;0
2;5;1;2;2;27.78;Alto;Menos de 5;Universitario;1 o ninguno;0
4;4;2;1;1;33.11;Medio;Menos de 5;Universitario;2 o más;0
1;5;4;3;1;55.93;Alto;Menos de 5;Universitario;2 o más;0
4;3;3;1;1;27.92;Medio;5 o más;Universitario;2 o más;0
2;2;1;2;1;49.68;Medio;5 o más;Bachillerato;2 o más;0
2;2;4;1;1;27.96;Medio;5 o más;Universitario;2 o más;0
3;1;5;2;1;21.75;Alto;5 o más;Universitario;2 o más;0
2;2;2;1;1;21.98;Alto;5 o más;Bachillerato;2 o más;0
5;2;4;2;1;26.83;Alto;Menos de 5;Universitario;1 o ninguno;0
5;5;3;1;1;34.75;Medio;Menos de 5;Universitario;1 o ninguno;0
2;1;3;3;1;33.13;Medio;5 o más;Universitario;2 o más;0
5;5;5;1;1;30.9;Alto;5 o más;Bachillerato;2 o más;0
3;1;5;1;2;46.14;Alto;Menos de 5;Universitario;1 o ninguno;0
2;3;1;2;1;31.28;Medio;5 o más;Bachillerato;2 o más;0
4;3;5;1;2;42.99;Alto;5 o más;Bachillerato;2 o más;0
1;2;1;3;2;37.02;Alto;Menos de 5;Bachillerato;1 o ninguno;0
4;5;2;2;2;27.27;Medio;5 o más;Bachillerato;1 o ninguno;0
5;5;3;2;1;22.42;Bajo;Menos de 5;Universitario;1 o ninguno;0
3;1;2;3;2;50.38;Alto;5 o más;Universitario;2 o más;0
1;1;4;1;1;28.69;Medio;5 o más;Universitario;2 o más;0
2;1;1;2;2;21.79;Alto;Menos de 5;Universitario;1 o ninguno;0
5;3;3;2;2;39;Medio;5 o más;Bachillerato;2 o más;0
4;2;2;1;1;21.19;Medio;5 o más;Bachillerato;2 o más;0
3;5;5;1;1;25.53;Alto;5 o más;Universitario;1 o ninguno;0
2;4;5;3;1;33.18;Alto;5 o más;Bachillerato;2 o más;0
